Location,Type,Energy
4132438 - 4132438,loose,-20.1751133 kcal/mol
4132468 - 4132468,tight,-35.543155 kcal/mol
4132548 - 4132548,loose,-19.7248739 kcal/mol
4132768 - 4132768,loose,-19.543675 kcal/mol
4132878 - 4132888,loose,-20.83259395 kcal/mol
4133028 - 4133028,tight,-35.0373628 kcal/mol
4133548 - 4133558,tight,-35.39926475 kcal/mol
4134161 - 4134201,loose,-18.69041776 kcal/mol
4134611 - 4134621,tight,-34.40732375 kcal/mol
4134651 - 4134671,tight,-37.6281797 kcal/mol
4134691 - 4134691,tight,-35.5412724 kcal/mol
4134701 - 4134701,loose,-19.5166369 kcal/mol
4134811 - 4134811,loose,-18.1229455 kcal/mol
4134851 - 4134851,tight,-36.0246586 kcal/mol
4134921 - 4134931,loose,-16.883277149999998 kcal/mol
4135063 - 4135063,loose,-21.0440693 kcal/mol
4135083 - 4135083,loose,-19.6122312 kcal/mol
4135193 - 4135193,loose,-18.0188476 kcal/mol
4135233 - 4135253,loose,-20.1163007 kcal/mol
4135303 - 4135303,loose,-20.6341916 kcal/mol
4135343 - 4135343,loose,-17.1212358 kcal/mol
4135413 - 4135413,loose,-16.1789359 kcal/mol
4135443 - 4135443,tight,-34.2032545 kcal/mol
4135523 - 4135523,loose,-20.40416 kcal/mol
4135844 - 4135874,tight,-40.983612725 kcal/mol
4135965 - 4135965,tight,-37.2467921 kcal/mol
4136065 - 4136065,tight,-34.6400352 kcal/mol
4136125 - 4136135,tight,-37.00398525 kcal/mol
4136165 - 4136165,tight,-34.3288808 kcal/mol
4136355 - 4136415,tight,-38.19219565714286 kcal/mol
4136435 - 4136455,tight,-35.48875953333334 kcal/mol
4136625 - 4136635,tight,-37.458427 kcal/mol
4136665 - 4136665,tight,-36.5609275 kcal/mol
4136685 - 4136685,tight,-36.6748465 kcal/mol
4136925 - 4136955,tight,-37.938612475 kcal/mol
4137159 - 4137159,tight,-36.6766229 kcal/mol
4137229 - 4137259,loose,-19.91793735 kcal/mol
4137469 - 4137479,tight,-35.73509425 kcal/mol
4137569 - 4137569,loose,-19.5419763 kcal/mol
4137743 - 4137743,loose,-20.8055884 kcal/mol
4137763 - 4137763,tight,-39.3291887 kcal/mol
4137883 - 4137883,tight,-35.5293645 kcal/mol
4137943 - 4137963,tight,-36.545132833333334 kcal/mol
4137993 - 4137993,tight,-38.1347717 kcal/mol
4138103 - 4138103,tight,-36.1321719 kcal/mol
4138113 - 4138113,loose,-20.7077781 kcal/mol
4138133 - 4138133,loose,-20.4680363 kcal/mol
4138213 - 4138213,tight,-35.2412101 kcal/mol
4138233 - 4138233,loose,-20.506253 kcal/mol
4138343 - 4138343,loose,-20.4795801 kcal/mol
4138433 - 4138433,tight,-34.1741291 kcal/mol
4138593 - 4138643,tight,-35.793841050000005 kcal/mol
4138663 - 4138673,tight,-35.4499756 kcal/mol
4138693 - 4138753,tight,-36.95042181428571 kcal/mol
4138773 - 4138793,tight,-36.536438866666664 kcal/mol
4139183 - 4139183,tight,-34.4467503 kcal/mol
4139313 - 4139313,loose,-20.8641691 kcal/mol
4139683 - 4139683,tight,-34.9077832 kcal/mol
4140643 - 4140653,tight,-34.51487575 kcal/mol
4140693 - 4140783,tight,-37.74946947 kcal/mol
4140803 - 4140803,tight,-36.2049126 kcal/mol
4141133 - 4141133,tight,-36.377543 kcal/mol
4141253 - 4141253,tight,-34.1272556 kcal/mol
4141383 - 4141413,tight,-35.20792715 kcal/mol
4141473 - 4141473,tight,-35.2752309 kcal/mol
4141657 - 4141657,loose,-18.4401524 kcal/mol
4142128 - 4142128,loose,-20.7397609 kcal/mol
4142748 - 4142758,loose,-20.66196925 kcal/mol
4142968 - 4143008,tight,-37.49157746 kcal/mol
4143028 - 4143028,tight,-36.1764633 kcal/mol
4143188 - 4143198,loose,-20.90986805 kcal/mol
4143328 - 4143328,tight,-35.5802049 kcal/mol
4143458 - 4143458,tight,-36.1066053 kcal/mol
4143508 - 4143558,loose,-18.90941246666667 kcal/mol
4143568 - 4143568,tight,-36.5027922 kcal/mol
4143678 - 4143678,tight,-35.5787523 kcal/mol
4143748 - 4143748,tight,-37.4036974 kcal/mol
4143788 - 4143788,tight,-34.6628724 kcal/mol
4143958 - 4143958,loose,-18.0562559 kcal/mol
4144098 - 4144108,tight,-35.6805315 kcal/mol
4144128 - 4144188,tight,-36.901652657142854 kcal/mol
4144320 - 4144320,tight,-35.0229073 kcal/mol
4144370 - 4144420,tight,-35.05602393333333 kcal/mol
4144470 - 4144470,tight,-35.8779651 kcal/mol
4144490 - 4144490,tight,-36.0968203 kcal/mol
4144510 - 4144510,tight,-34.9265699 kcal/mol
4144550 - 4144550,tight,-34.8754979 kcal/mol
4144630 - 4144630,tight,-34.2453099 kcal/mol
4144830 - 4144830,tight,-34.4558474 kcal/mol
4145281 - 4145281,tight,-34.0164772 kcal/mol
4145311 - 4145331,tight,-36.945820266666665 kcal/mol
4146029 - 4146049,loose,-19.591852033333332 kcal/mol
4146069 - 4146109,loose,-18.531583039999997 kcal/mol
4146219 - 4146219,loose,-17.8074952 kcal/mol
4146565 - 4146565,loose,-20.374046 kcal/mol
4146625 - 4146645,loose,-19.924553200000002 kcal/mol
4146665 - 4146665,loose,-20.900701 kcal/mol
4146685 - 4146685,loose,-19.1936631 kcal/mol
4146705 - 4146715,loose,-20.1157794 kcal/mol
4146735 - 4146735,loose,-20.0709006 kcal/mol
4146775 - 4146775,loose,-20.0255856 kcal/mol
4146855 - 4146865,loose,-18.2866118 kcal/mol
4146885 - 4146905,loose,-19.289322533333333 kcal/mol
4146935 - 4146935,loose,-20.2031344 kcal/mol
4146985 - 4146985,loose,-20.5333804 kcal/mol
4147045 - 4147075,loose,-20.226828274999995 kcal/mol
4147235 - 4147235,loose,-20.226359 kcal/mol
4147265 - 4147265,loose,-20.0801525 kcal/mol
4147335 - 4147345,tight,-34.7878705 kcal/mol
4147465 - 4147465,tight,-36.2517099 kcal/mol
4147605 - 4147605,loose,-20.7299189 kcal/mol
4147745 - 4147755,loose,-20.1833971 kcal/mol
4147775 - 4147785,loose,-19.4787435 kcal/mol
4147955 - 4147975,loose,-16.4641941 kcal/mol
4147995 - 4148045,loose,-16.609737266666666 kcal/mol
4148155 - 4148175,loose,-19.067227366666668 kcal/mol
4148570 - 4148580,tight,-34.8786236 kcal/mol
4148920 - 4148920,tight,-34.3122962 kcal/mol
4148950 - 4148950,tight,-36.0544456 kcal/mol
4149020 - 4149020,loose,-20.4585224 kcal/mol
4149210 - 4149210,tight,-34.1104677 kcal/mol
4149250 - 4149260,tight,-37.503513749999996 kcal/mol
4149280 - 4149330,tight,-40.50717913333333 kcal/mol
4149630 - 4149680,tight,-36.790278916666665 kcal/mol
4150250 - 4150250,loose,-20.2783688 kcal/mol
4150290 - 4150320,loose,-20.194221325 kcal/mol
4150620 - 4150620,loose,-18.2551587 kcal/mol
4150780 - 4150780,loose,-20.7022035 kcal/mol
4150820 - 4150820,loose,-20.5060712 kcal/mol
4150930 - 4150930,loose,-19.5302448 kcal/mol
4150950 - 4150950,tight,-34.3157039 kcal/mol
4151719 - 4151719,loose,-17.8010017 kcal/mol
4151799 - 4151799,loose,-18.3660906 kcal/mol
4151879 - 4151889,tight,-36.4035473 kcal/mol
4151919 - 4151919,tight,-36.1207376 kcal/mol
4152049 - 4152049,loose,-20.9369149 kcal/mol
4152099 - 4152099,loose,-20.2617069 kcal/mol
4152359 - 4152359,loose,-21.0317586 kcal/mol
4152499 - 4152499,loose,-20.8169549 kcal/mol
4152589 - 4152589,tight,-35.3311842 kcal/mol
4153244 - 4153254,loose,-20.64302 kcal/mol
4153414 - 4153424,tight,-36.6478578 kcal/mol
4153444 - 4153444,tight,-35.1276623 kcal/mol
4153624 - 4153624,loose,-18.4104644 kcal/mol
4153744 - 4153764,tight,-35.10805606666667 kcal/mol
4153804 - 4153804,tight,-37.6867396 kcal/mol
4154399 - 4154499,tight,-37.44983514545455 kcal/mol
4154619 - 4154669,tight,-37.18398928333333 kcal/mol
4154873 - 4154873,loose,-21.0476306 kcal/mol
4154883 - 4154883,tight,-35.4039743 kcal/mol
4154913 - 4154983,tight,-36.361574624999996 kcal/mol
4155003 - 4155003,tight,-35.1457806 kcal/mol
4155023 - 4155033,tight,-37.49448285 kcal/mol
4155053 - 4155083,tight,-35.88164465 kcal/mol
4155163 - 4155163,tight,-34.0124079 kcal/mol
4155183 - 4155193,tight,-36.98580365 kcal/mol
4155573 - 4155603,tight,-36.775892150000004 kcal/mol
4155623 - 4155633,tight,-38.5783681 kcal/mol
4155663 - 4155693,tight,-35.620501049999994 kcal/mol
4156143 - 4156143,tight,-35.9831781 kcal/mol
4156703 - 4156703,loose,-20.8249444 kcal/mol
4156973 - 4156973,tight,-34.08131 kcal/mol
4157133 - 4157163,tight,-35.989768475000005 kcal/mol
4157253 - 4157293,tight,-37.153477439999996 kcal/mol
4157493 - 4157493,tight,-35.4562139 kcal/mol
4157533 - 4157533,tight,-34.8844317 kcal/mol
4157713 - 4157713,loose,-20.8423385 kcal/mol
4157773 - 4157843,loose,-10.805350384999999 kcal/mol
4157863 - 4157893,loose,-20.0220712 kcal/mol
4157963 - 4157963,tight,-35.1959198 kcal/mol
4158053 - 4158063,loose,-16.90178895 kcal/mol
4158073 - 4158073,tight,-41.7159009 kcal/mol
4158083 - 4158123,loose,-14.527001140000001 kcal/mol
4158613 - 4158613,tight,-38.250181 kcal/mol
4158633 - 4158663,tight,-38.1625848 kcal/mol
4159100 - 4159100,tight,-36.2763346 kcal/mol
4159530 - 4159530,tight,-38.3837674 kcal/mol
4159630 - 4159630,loose,-19.9021617 kcal/mol
4159680 - 4159690,tight,-36.20028135 kcal/mol
4159874 - 4159884,tight,-35.3288513 kcal/mol
4160034 - 4160054,loose,-18.98663133333333 kcal/mol
4160193 - 4160193,loose,-15.1687208 kcal/mol
4160223 - 4160223,loose,-20.9755715 kcal/mol
4160273 - 4160283,loose,-19.64473075 kcal/mol
4160333 - 4160333,loose,-19.6076098 kcal/mol
4160483 - 4160483,tight,-34.7456497 kcal/mol
4161892 - 4161892,loose,-20.0554977 kcal/mol
4162142 - 4162142,loose,-19.5245996 kcal/mol
4162522 - 4162532,loose,-19.2808198 kcal/mol
4162552 - 4162552,loose,-19.025374 kcal/mol
4162942 - 4162942,loose,-19.8192607 kcal/mol
4162962 - 4162962,loose,-19.4315771 kcal/mol
4162982 - 4162982,loose,-19.5091306 kcal/mol
4163082 - 4163122,loose,-19.70269692 kcal/mol
4163162 - 4163162,loose,-20.4887743 kcal/mol
4163182 - 4163192,loose,-20.48992545 kcal/mol
4163222 - 4163242,loose,-19.671548400000002 kcal/mol
4163560 - 4163560,tight,-35.4996892 kcal/mol
4163700 - 4163700,tight,-34.2883617 kcal/mol
4163950 - 4163960,loose,-20.134807600000002 kcal/mol
4164832 - 4164832,tight,-34.4596406 kcal/mol
4164852 - 4164852,tight,-35.1868532 kcal/mol
4164872 - 4164882,tight,-35.618190049999995 kcal/mol
4164902 - 4164902,tight,-34.4368102 kcal/mol
4164972 - 4164972,tight,-34.1244929 kcal/mol
4165182 - 4165192,tight,-35.902980799999995 kcal/mol
4165232 - 4165252,tight,-36.1847603 kcal/mol
4165272 - 4165312,tight,-36.75869882 kcal/mol
4165332 - 4165362,tight,-35.10656235 kcal/mol
4165382 - 4165382,tight,-34.9619199 kcal/mol
4165522 - 4165522,tight,-34.317688 kcal/mol
4165652 - 4165652,tight,-35.3173387 kcal/mol
4165902 - 4165912,tight,-34.162866300000005 kcal/mol
4165942 - 4165942,tight,-34.2535225 kcal/mol
4166834 - 4166834,tight,-35.22206 kcal/mol
4166854 - 4166864,tight,-36.56819815 kcal/mol
4166904 - 4166914,tight,-36.04767305 kcal/mol
4166974 - 4166984,tight,-36.81852445 kcal/mol
4167304 - 4167304,loose,-19.9637959 kcal/mol
4167584 - 4167604,tight,-34.99675343333334 kcal/mol
4167684 - 4167684,loose,-18.291541 kcal/mol
4167784 - 4167804,loose,-18.748363666666666 kcal/mol
4167834 - 4167834,loose,-20.910428 kcal/mol
4168064 - 4168074,tight,-35.3294714 kcal/mol
4168094 - 4168124,tight,-36.77713375 kcal/mol
4168144 - 4168174,tight,-35.8933162 kcal/mol
4168294 - 4168324,tight,-36.888194475000006 kcal/mol
4168364 - 4168374,tight,-34.94018255 kcal/mol
4168464 - 4168464,tight,-34.5019167 kcal/mol
4168504 - 4168504,tight,-34.897068 kcal/mol
4168574 - 4168574,tight,-37.9281017 kcal/mol
4168654 - 4168664,tight,-35.7141559 kcal/mol
4168684 - 4168694,tight,-36.31866585 kcal/mol
4168724 - 4168724,tight,-34.9711131 kcal/mol
4168824 - 4168824,loose,-19.9952264 kcal/mol
4168854 - 4168884,loose,-19.09304385 kcal/mol
4170080 - 4170080,loose,-19.9549774 kcal/mol
4170600 - 4170640,loose,-19.86655576 kcal/mol
4170660 - 4170660,loose,-20.7109394 kcal/mol
4170680 - 4170750,loose,-18.079365987499997 kcal/mol
4170770 - 4170770,loose,-20.5855326 kcal/mol
4170800 - 4170800,loose,-20.1665266 kcal/mol
4170920 - 4170920,loose,-20.4298734 kcal/mol
4171165 - 4171165,tight,-34.568396 kcal/mol
4171185 - 4171185,tight,-34.8921313 kcal/mol
4171375 - 4171395,tight,-36.7754586 kcal/mol
4171615 - 4171615,tight,-34.2620435 kcal/mol
4171645 - 4171645,tight,-34.4035289 kcal/mol
4171665 - 4171665,tight,-35.2135018 kcal/mol
4171685 - 4171695,tight,-35.544190549999996 kcal/mol
4171915 - 4171935,loose,-19.598927033333332 kcal/mol
4172099 - 4172099,loose,-19.6336785 kcal/mol
4172139 - 4172159,loose,-18.328162833333334 kcal/mol
4172179 - 4172199,loose,-19.258502933333336 kcal/mol
4172399 - 4172399,loose,-20.0022754 kcal/mol
4172489 - 4172489,loose,-19.5492746 kcal/mol
4172589 - 4172589,loose,-19.5184765 kcal/mol
4172629 - 4172659,loose,-20.495176775 kcal/mol
4172759 - 4172769,loose,-20.36857705 kcal/mol
4172789 - 4172879,loose,-15.49105026 kcal/mol
4172899 - 4172909,loose,-17.927386 kcal/mol
4172939 - 4172939,loose,-19.4234924 kcal/mol
4173082 - 4173122,loose,-19.00942948 kcal/mol
4173997 - 4174007,tight,-34.278302749999995 kcal/mol
4174117 - 4174127,loose,-18.979979049999997 kcal/mol
4174267 - 4174267,tight,-36.1073542 kcal/mol
4174467 - 4174507,tight,-35.812046020000004 kcal/mol
4174527 - 4174527,tight,-38.5356739 kcal/mol
4174927 - 4174947,loose,-18.895758333333333 kcal/mol
4174967 - 4174967,loose,-20.0300151 kcal/mol
4175441 - 4175441,tight,-34.1077636 kcal/mol
4175461 - 4175461,tight,-34.4285667 kcal/mol
4175601 - 4175601,tight,-35.6213514 kcal/mol
4175651 - 4175661,tight,-35.65658035 kcal/mol
4175876 - 4175886,tight,-35.6942287 kcal/mol
4175906 - 4175906,tight,-36.8215486 kcal/mol
4176470 - 4176470,tight,-36.3235155 kcal/mol
4176500 - 4176500,loose,-20.5361949 kcal/mol
4176520 - 4176520,loose,-18.5517158 kcal/mol
4176600 - 4176600,tight,-34.3034036 kcal/mol
4177052 - 4177052,tight,-34.1880551 kcal/mol
4177122 - 4177122,tight,-34.1558247 kcal/mol
4177172 - 4177212,tight,-36.80517266 kcal/mol
4177392 - 4177392,loose,-20.5952977 kcal/mol
4177412 - 4177412,loose,-18.9036157 kcal/mol
4178039 - 4178039,tight,-34.2926639 kcal/mol
4178059 - 4178079,tight,-36.55004326666667 kcal/mol
4178179 - 4178179,tight,-35.7938743 kcal/mol
4178753 - 4178753,loose,-19.8645316 kcal/mol
4178783 - 4178783,tight,-35.5291396 kcal/mol
4179278 - 4179278,loose,-17.3407445 kcal/mol
4179298 - 4179298,loose,-17.8885843 kcal/mol
4179388 - 4179388,loose,-20.6561708 kcal/mol
4179628 - 4179628,tight,-34.0863864 kcal/mol
4180018 - 4180028,loose,-19.5367702 kcal/mol
4180118 - 4180118,loose,-20.831533 kcal/mol
4180428 - 4180458,tight,-35.213505525 kcal/mol
4180498 - 4180498,loose,-21.0718065 kcal/mol
4180618 - 4180618,loose,-18.6481046 kcal/mol
4180758 - 4180758,tight,-35.5714592 kcal/mol
4180868 - 4180868,loose,-20.5262435 kcal/mol
4181048 - 4181048,tight,-34.8313299 kcal/mol
4181138 - 4181148,loose,-19.94620205 kcal/mol
4181358 - 4181358,tight,-35.1816751 kcal/mol
4181378 - 4181388,tight,-35.80512325 kcal/mol
4181408 - 4181408,tight,-39.0909914 kcal/mol
4181638 - 4181638,tight,-34.186931 kcal/mol
4181888 - 4181888,tight,-35.2334109 kcal/mol
4181918 - 4181918,tight,-35.0518382 kcal/mol
4182278 - 4182278,tight,-34.9639111 kcal/mol
4182298 - 4182338,tight,-36.965396000000005 kcal/mol
4182388 - 4182388,tight,-35.8233905 kcal/mol
4182458 - 4182458,tight,-34.8139862 kcal/mol
4182708 - 4182708,loose,-21.0641284 kcal/mol
4182728 - 4182728,loose,-20.6460377 kcal/mol
4182748 - 4182758,loose,-19.3670474 kcal/mol
4182928 - 4182938,loose,-20.531764350000003 kcal/mol
4182978 - 4182978,loose,-20.8513969 kcal/mol
4182998 - 4182998,loose,-21.0509849 kcal/mol
4183118 - 4183118,tight,-34.4997695 kcal/mol
4183138 - 4183138,tight,-34.8151151 kcal/mol
4183178 - 4183188,loose,-19.7014612 kcal/mol
4183773 - 4183783,tight,-35.21138465 kcal/mol
4184133 - 4184143,loose,-20.61257345 kcal/mol
4184523 - 4184533,loose,-19.51050995 kcal/mol
4185433 - 4185453,loose,-18.755574466666666 kcal/mol
4185473 - 4185493,loose,-19.973683266666665 kcal/mol
4185763 - 4185773,tight,-36.39802685 kcal/mol
4185983 - 4185983,tight,-34.7511936 kcal/mol
4186003 - 4186003,tight,-34.3744594 kcal/mol
4186023 - 4186023,tight,-36.2247691 kcal/mol
4186653 - 4186653,tight,-35.5525505 kcal/mol
4186713 - 4186713,tight,-34.4755888 kcal/mol
4186753 - 4186813,tight,-39.310711028571426 kcal/mol
4186833 - 4186833,tight,-43.6255061 kcal/mol
4186853 - 4186863,tight,-42.85708095 kcal/mol
4186913 - 4186953,tight,-37.042084960000004 kcal/mol
4186973 - 4186973,tight,-36.5631381 kcal/mol
4187143 - 4187153,tight,-35.0468684 kcal/mol
4187343 - 4187363,tight,-35.50996463333333 kcal/mol
4187383 - 4187403,tight,-34.770667233333334 kcal/mol
4187819 - 4187819,loose,-19.235751 kcal/mol
4187839 - 4187929,loose,-13.98996966 kcal/mol
4187949 - 4187969,loose,-18.66498953333333 kcal/mol
4188079 - 4188139,loose,-19.565551457142853 kcal/mol
4188169 - 4188169,loose,-19.2231581 kcal/mol
4188249 - 4188249,loose,-20.8217391 kcal/mol
4188768 - 4188778,tight,-35.3088322 kcal/mol
4188808 - 4188808,tight,-35.6433205 kcal/mol
4188828 - 4188828,tight,-34.9254344 kcal/mol
4188878 - 4188878,loose,-20.3668082 kcal/mol
4188898 - 4188918,loose,-19.067960333333332 kcal/mol
4188958 - 4188958,tight,-35.1299976 kcal/mol
4189148 - 4189148,tight,-35.3187125 kcal/mol
4189348 - 4189358,tight,-37.137223 kcal/mol
4189378 - 4189388,tight,-38.077071700000005 kcal/mol
4189428 - 4189428,tight,-34.6513454 kcal/mol
4189648 - 4189658,tight,-34.47111975 kcal/mol
4189698 - 4189698,tight,-35.9095359 kcal/mol
4189738 - 4189738,loose,-19.4974431 kcal/mol
4189898 - 4189898,tight,-36.0730115 kcal/mol
4190088 - 4190098,loose,-21.03141135 kcal/mol
4190168 - 4190238,tight,-37.4315025375 kcal/mol
4190258 - 4190418,tight,-38.66040312941177 kcal/mol
4190438 - 4190468,tight,-35.462451 kcal/mol
4190538 - 4190558,tight,-36.36759463333333 kcal/mol
4190874 - 4190874,tight,-35.6666506 kcal/mol
4190924 - 4190954,loose,-20.175982100000002 kcal/mol
4190974 - 4190974,tight,-36.7543001 kcal/mol
4191084 - 4191084,tight,-35.4494796 kcal/mol
4191154 - 4191234,tight,-37.16173439999999 kcal/mol
4191254 - 4191334,tight,-39.932443199999994 kcal/mol
4191414 - 4191414,tight,-40.1383207 kcal/mol
4191434 - 4191494,tight,-35.67132644285714 kcal/mol
4191632 - 4191652,tight,-34.961685933333335 kcal/mol
4192002 - 4192012,tight,-34.36382975 kcal/mol
4192042 - 4192042,tight,-36.9011355 kcal/mol
4192062 - 4192072,tight,-36.16741985 kcal/mol
4192307 - 4192317,loose,-20.7334411 kcal/mol
4192347 - 4192347,loose,-20.7148764 kcal/mol
4192427 - 4192427,tight,-37.255932 kcal/mol
4192927 - 4192967,loose,-19.3341905 kcal/mol
4193147 - 4193147,tight,-34.4815404 kcal/mol
4193157 - 4193157,loose,-19.5915826 kcal/mol
4193167 - 4193237,tight,-36.8406797125 kcal/mol
4193527 - 4193537,tight,-35.44332985 kcal/mol
4193807 - 4193807,tight,-34.7650023 kcal/mol
4193827 - 4193847,tight,-34.48677006666667 kcal/mol
4193867 - 4193877,tight,-37.115832850000004 kcal/mol
4194555 - 4194575,loose,-19.651868566666668 kcal/mol
4194665 - 4194665,tight,-36.163897 kcal/mol
4194996 - 4194996,tight,-34.2880928 kcal/mol
4195086 - 4195086,loose,-20.7700371 kcal/mol
4195206 - 4195236,loose,-19.2381776 kcal/mol
4195256 - 4195256,loose,-20.5129889 kcal/mol
4195556 - 4195566,tight,-35.71123235 kcal/mol
4195749 - 4195749,tight,-38.3100712 kcal/mol
4195769 - 4195809,tight,-37.41864264 kcal/mol
4196079 - 4196079,tight,-36.3252547 kcal/mol
4196399 - 4196449,tight,-35.57312026666667 kcal/mol
4196469 - 4196469,tight,-35.0149894 kcal/mol
4196883 - 4196893,loose,-15.21698565 kcal/mol
4196943 - 4196943,tight,-39.1549508 kcal/mol
4196983 - 4197003,tight,-34.50212533333333 kcal/mol
4197043 - 4197043,tight,-36.9498486 kcal/mol
4197063 - 4197093,tight,-36.013426125 kcal/mol
4197183 - 4197183,tight,-34.2907367 kcal/mol
4197203 - 4197343,tight,-38.904983226666666 kcal/mol
4197577 - 4197577,loose,-20.8001414 kcal/mol
4198424 - 4198424,loose,-20.8542967 kcal/mol
4198679 - 4198679,tight,-35.1924298 kcal/mol
4198859 - 4198859,loose,-19.3542119 kcal/mol
4198909 - 4198909,loose,-19.8246023 kcal/mol
4198959 - 4198959,tight,-34.6041655 kcal/mol
4199326 - 4199326,loose,-18.8724479 kcal/mol
4199346 - 4199356,loose,-20.212510899999998 kcal/mol
4199446 - 4199456,loose,-21.038865 kcal/mol
4199734 - 4199734,loose,-18.0013211 kcal/mol
4199959 - 4199959,loose,-20.0158717 kcal/mol
4199979 - 4199989,loose,-18.83505435 kcal/mol
4200079 - 4200079,tight,-34.291704 kcal/mol
4200219 - 4200219,loose,-20.9822618 kcal/mol
4200869 - 4200889,tight,-36.5981741 kcal/mol
4201199 - 4201239,loose,-19.083544760000002 kcal/mol
4201563 - 4201563,tight,-34.1530835 kcal/mol
4201613 - 4201613,tight,-34.3416427 kcal/mol
4201923 - 4201923,tight,-36.5756327 kcal/mol
4201973 - 4201983,tight,-36.253237 kcal/mol
4202023 - 4202043,tight,-34.89561496666667 kcal/mol
4202143 - 4202143,tight,-35.6134485 kcal/mol
4202173 - 4202243,tight,-37.6410803 kcal/mol
4202273 - 4202273,tight,-34.2697597 kcal/mol
4202333 - 4202383,tight,-35.68157970000001 kcal/mol
4202413 - 4202423,tight,-35.399194800000004 kcal/mol
4202483 - 4202483,tight,-34.4848446 kcal/mol
4202503 - 4202503,tight,-34.3468471 kcal/mol
4202675 - 4202675,tight,-40.400074 kcal/mol
4202695 - 4202735,tight,-39.458156179999996 kcal/mol
4202755 - 4202795,tight,-34.605072459999995 kcal/mol
4202815 - 4202845,tight,-39.093311775 kcal/mol
4202875 - 4202875,tight,-36.2521958 kcal/mol
4202955 - 4203025,tight,-39.5349046375 kcal/mol
4203045 - 4203045,tight,-34.5099129 kcal/mol
4203185 - 4203205,tight,-36.098881 kcal/mol
4203225 - 4203225,tight,-37.6632118 kcal/mol
4203245 - 4203275,tight,-35.418760899999995 kcal/mol
4203295 - 4203295,tight,-35.0884438 kcal/mol
4203315 - 4203315,tight,-37.0761824 kcal/mol
4203335 - 4203335,tight,-33.9917483 kcal/mol
4203365 - 4203365,tight,-36.1845127 kcal/mol
4203635 - 4203635,loose,-21.0628261 kcal/mol
4203785 - 4203785,tight,-35.3959195 kcal/mol
4203805 - 4203855,tight,-37.33369085 kcal/mol
4204016 - 4204066,tight,-35.52840415 kcal/mol
4204406 - 4204416,tight,-34.4946267 kcal/mol
4204556 - 4204576,tight,-35.5670184 kcal/mol
4204606 - 4204606,tight,-34.0026725 kcal/mol
4204856 - 4204906,loose,-17.277519133333335 kcal/mol
4204926 - 4204926,tight,-34.571471 kcal/mol
4205036 - 4205036,tight,-34.1612787 kcal/mol
4205146 - 4205146,tight,-35.3416064 kcal/mol
4205246 - 4205256,tight,-34.744679000000005 kcal/mol
4205456 - 4205456,loose,-18.6222816 kcal/mol
4206320 - 4206320,tight,-34.4596406 kcal/mol
4206340 - 4206340,tight,-35.1868532 kcal/mol
4206360 - 4206370,tight,-35.618190049999995 kcal/mol
4206390 - 4206390,tight,-34.4368102 kcal/mol
4206460 - 4206460,tight,-34.1244929 kcal/mol
4206670 - 4206680,tight,-35.902980799999995 kcal/mol
4206720 - 4206740,tight,-36.1847603 kcal/mol
4206760 - 4206800,tight,-36.75869882 kcal/mol
4206820 - 4206850,tight,-35.10656235 kcal/mol
4206870 - 4206870,tight,-34.9619199 kcal/mol
4207010 - 4207010,tight,-34.317688 kcal/mol
4207140 - 4207140,tight,-35.3173387 kcal/mol
4207390 - 4207400,tight,-34.162866300000005 kcal/mol
4207430 - 4207430,tight,-34.2535225 kcal/mol
4208236 - 4208236,tight,-35.22206 kcal/mol
4208256 - 4208266,tight,-36.56819815 kcal/mol
4208306 - 4208316,tight,-36.04767305 kcal/mol
4208376 - 4208386,tight,-36.81852445 kcal/mol
4208706 - 4208706,loose,-19.9637959 kcal/mol
4208986 - 4209006,tight,-34.99675343333334 kcal/mol
4209086 - 4209086,loose,-18.291541 kcal/mol
4209186 - 4209206,loose,-18.748363666666666 kcal/mol
4209236 - 4209236,loose,-20.910428 kcal/mol
4209466 - 4209476,tight,-35.3294714 kcal/mol
4209496 - 4209526,tight,-36.77713375 kcal/mol
4209546 - 4209576,tight,-35.8933162 kcal/mol
4209696 - 4209726,tight,-36.888194475000006 kcal/mol
4209766 - 4209776,tight,-34.94018255 kcal/mol
4209866 - 4209866,tight,-34.5019167 kcal/mol
4209906 - 4209906,tight,-34.897068 kcal/mol
4209976 - 4209976,tight,-37.9281017 kcal/mol
4210086 - 4210106,tight,-35.694722033333335 kcal/mol
4210126 - 4210126,tight,-34.9711131 kcal/mol
4210226 - 4210226,loose,-19.9952264 kcal/mol
4210256 - 4210286,loose,-19.09304385 kcal/mol
4211257 - 4211257,loose,-17.7025844 kcal/mol
4211277 - 4211277,loose,-19.0139641 kcal/mol
4211357 - 4211357,loose,-20.8812006 kcal/mol
4211387 - 4211387,loose,-19.5469698 kcal/mol
4211477 - 4211487,loose,-20.5177009 kcal/mol
4211773 - 4211773,loose,-19.1581646 kcal/mol
4211823 - 4211863,tight,-36.63626526 kcal/mol
4212433 - 4212433,loose,-20.2916609 kcal/mol
4212453 - 4212453,loose,-19.5105029 kcal/mol
4212493 - 4212493,loose,-20.6795425 kcal/mol
4212543 - 4212543,loose,-20.4087201 kcal/mol
4212573 - 4212603,tight,-36.209379475 kcal/mol
4212673 - 4212733,loose,-17.973532242857143 kcal/mol
4213003 - 4213003,loose,-20.6021154 kcal/mol
