,GENE_ID,GENE_NAME,GENE_POSLEFT,GENE_POSRIGHT,GENE_STRAND
3560,ECK120003578,tsaB,1890572,1891267,reverse
3561,ECK120003579,yoaA,1891325,1893235,reverse
3562,ECK120003580,yoaB,1893367,1893711,forward
3563,ECK120003581,yoaC,1894133,1894432,forward
3564,ECK120003582,yoaH,1894552,1894731,reverse
3565,ECK120003583,pdeD,1898427,1900025,forward
3566,ECK120003584,yoaE,1900029,1901585,reverse
3567,ECK120003585,yobD,1904801,1905259,forward
3568,ECK120003586,mntP,1905688,1906254,forward
3569,ECK120003587,yobF,1907448,1907591,reverse
3570,ECK120003588,yebO,1908261,1908548,reverse
3571,ECK120003589,mgrB,1908623,1908766,reverse
3572,ECK120003590,kdgR,1909308,1910099,reverse
3573,ECK120003591,yebQ,1910276,1911649,forward
3574,ECK120003592,msrC,1915631,1916128,reverse
3575,ECK120003593,yebS,1916258,1917541,forward
3576,ECK120003594,yebT,1917510,1920143,forward
3577,ECK120003595,rsmF,1920223,1921662,forward
3578,ECK120003596,yebV,1921780,1922016,forward
3579,ECK120003597,yebW,1922121,1922312,forward
3580,ECK120003598,pphA,1922313,1922969,reverse
3581,ECK120003599,yebY,1923365,1923706,reverse
3582,ECK120003600,yebZ,1923719,1924591,reverse
3583,ECK120003601,yobA,1924595,1924969,reverse
3584,ECK120003602,yobB,1925440,1926096,forward
3585,ECK120003603,exoX,1926120,1926782,forward
3586,ECK120003604,znuA,1941651,1942583,reverse
3587,ECK120003605,znuC,1942662,1943417,forward
3588,ECK120003606,yecN,1952266,1952661,forward
3589,ECK120003607,cmoA,1952702,1953445,forward
3590,ECK120003608,cmoB,1953442,1954413,forward
3591,ECK120003609,torZ,1954578,1957007,reverse
3592,ECK120003610,torY,1957032,1958132,reverse
3593,ECK120003611,cutC,1958520,1959266,reverse
3594,ECK120003612,yecM,1959280,1959846,reverse
3595,ECK120003613,yecT,1961972,1962460,forward
3596,ECK120003614,flhE,1962580,1962972,reverse
3597,ECK120003615,flhB,1965043,1966191,reverse
3598,ECK120003616,insB-5,1978518,1979021,reverse
3599,ECK120003617,insA-5,1978940,1979215,reverse
3600,ECK120003618,uspC,1979753,1980181,forward
3601,ECK120003619,ftnB,1986925,1987428,forward
3603,ECK120003621,yecR,1988222,1988545,forward
3604,ECK120003622,yecH,1989251,1989490,reverse
3605,ECK120003623,tcyL,1997811,1998479,reverse
3606,ECK120003624,dcyD,1998494,1999480,reverse
3607,ECK120003625,tcyJ,1999585,2000385,reverse
3608,ECK120003626,yedL,2010600,2011079,forward
3609,ECK120003627,yedN_3,2011348,2011539,reverse
3610,ECK120003628,yedN_2,2011549,2011869,reverse
3611,ECK120003629,yedM,2012001,2012351,reverse
3612,ECK120003630,intG,2012502,2012780,forward
3613,ECK120003631,dsrB,2024635,2024823,reverse
3614,ECK120003632,yodD,2024986,2025213,forward
3615,ECK120003633,dsrA,2025227,2025313,reverse
3616,ECK120003634,yedP,2025511,2026326,forward
3617,ECK120003635,dgcQ,2026323,2028017,reverse
3618,ECK120003636,yodC,2028188,2028370,reverse
3619,ECK120003637,yedR,2033119,2033484,reverse
3620,ECK120003638,yedS_1,2034051,2034536,forward
3621,ECK120003639,yedS_2,2034546,2034755,forward
3622,ECK120003640,yedS_3,2034839,2035243,forward
3623,ECK120003641,hchA,2035835,2036686,forward
3624,ECK120003642,hprS,2036794,2038152,reverse
3625,ECK120003643,hprR,2038152,2038823,reverse
3626,ECK120003644,yedX,2038956,2039369,forward
3627,ECK120003645,msrP,2039478,2040482,forward
3628,ECK120003646,msrQ,2040483,2041118,forward
3629,ECK120003647,zinT,2041375,2042025,forward
3630,ECK120003648,yodB,2042368,2042898,forward
3631,ECK120003649,mtfA,2043651,2044448,forward
3632,ECK120003650,yeeJ,2044938,2052014,forward
3633,ECK120003651,yeeL_2,2052276,2052602,reverse
3634,ECK120003652,yeeL_1,2052624,2053328,reverse
3635,ECK120003653,shiA,2053643,2054959,forward
3636,ECK120003654,yeeN,2056858,2057574,forward
3637,ECK120003655,asnW,2058027,2058102,reverse
3638,ECK120003656,yeeO,2058203,2059846,reverse
3639,ECK120003657,cbl,2059964,2060914,reverse
3640,ECK120003658,nac,2061016,2061933,reverse
3641,ECK120003659,ldtA,2062391,2063323,reverse
3642,ECK120003660,insH-6,2066305,2067321,reverse
3643,ECK120003661,yoeA_1,2068635,2069027,forward
3644,ECK120003662,insD-3,2068952,2069857,reverse
3645,ECK120003663,insC-3,2069815,2070180,reverse
3646,ECK120003664,yoeA_2,2070244,2070504,forward
3647,ECK120003665,yeeP,2070786,2071211,forward
3648,ECK120003666,flu,2071539,2074658,forward
3649,ECK120003667,yeeR,2074779,2076311,forward
3650,ECK120003668,yeeS,2076308,2076754,forward
3651,ECK120003669,yeeT,2076817,2077038,forward
3652,ECK120003670,cbeA,2077112,2077480,forward
3653,ECK120003671,cbtA,2077569,2077943,forward
3654,ECK120003672,yeeW,2077940,2078134,forward
3655,ECK120003673,yeeX,2079032,2079361,reverse
3656,ECK120003674,yeeY,2087329,2088258,reverse
3657,ECK120003675,yeeZ,2088304,2089128,reverse
3658,ECK120003676,wzzB,2097321,2098301,reverse
3659,ECK120003677,ugd,2098447,2099613,reverse
3660,ECK120003678,insH-7,2101895,2102911,reverse
3661,ECK120003679,galF,2113434,2114327,reverse
3662,ECK120003680,wcaM,2114502,2115896,reverse
3663,ECK120003681,wcaL,2115907,2117127,reverse
3664,ECK120003682,wcaK,2117124,2118404,reverse
3665,ECK120003683,wzxC,2118680,2120158,reverse
3666,ECK120003684,wcaJ,2120160,2121554,reverse
3667,ECK120003685,wcaF,2128340,2128888,reverse
3668,ECK120003686,wcaE,2128904,2129650,reverse
3669,ECK120003687,wcaD,2129661,2130878,reverse
3670,ECK120003688,wcaC,2130853,2132070,reverse
3671,ECK120003689,wcaB,2132067,2132555,reverse
3672,ECK120003690,wcaA,2132558,2133397,reverse
3673,ECK120003691,wzc,2133490,2135652,reverse
3674,ECK120003692,wzb,2135655,2136098,reverse
3675,ECK120003693,wza,2136104,2137243,reverse
3676,ECK120003694,yegH,2137902,2139485,forward
3677,ECK120003695,yegI,2149039,2150985,reverse
3678,ECK120003696,yegJ,2151185,2151646,forward
3679,ECK120003697,yegK,2151711,2152472,reverse
3680,ECK120003698,yegL,2152469,2153128,reverse
3681,ECK120003699,mdtA,2154016,2155263,forward
3682,ECK120003700,mdtB,2155263,2158385,forward
3683,ECK120003701,mdtC,2158386,2161463,forward
3684,ECK120003702,yegP,2165189,2165521,forward
3685,ECK120003703,yegQ,2165668,2167029,forward
3686,ECK120003704,ogrK,2167302,2167520,reverse
3687,ECK120003705,yegZ,2167602,2167820,reverse
3689,ECK120003707,yegR,2167989,2168306,reverse
3690,ECK120003708,yegS,2168712,2169611,forward
3691,ECK120003709,insE-5,2170236,2170535,forward
3692,ECK120003710,insF-5,2170532,2171398,forward
3693,ECK120003711,gatZ,2175059,2176321,reverse
3694,ECK120003712,fbaB,2177512,2178564,reverse
3695,ECK120003713,yegT,2178821,2180098,forward
3696,ECK120003714,yegU,2180095,2181099,forward
3697,ECK120003715,yegV,2181096,2182061,forward
3698,ECK120003716,yegW,2182035,2182781,reverse
3699,ECK120003717,yegX,2182833,2183651,reverse
3700,ECK120003718,thiD,2183716,2184516,reverse
3701,ECK120003719,rcnR,2185524,2185796,reverse
3702,ECK120003720,rcnA,2185917,2186741,forward
3703,ECK120003721,rcnB,2186960,2187298,forward
3704,ECK120003722,yeiS,2233600,2233839,forward
3705,ECK120003723,preT,2234033,2235271,forward
3706,ECK120003724,lpxT,2268854,2269567,forward
3707,ECK120003725,mepS,2269979,2270545,forward
3708,ECK120003726,pdeN,2270726,2272282,forward
3709,ECK120003727,b2191,2288905,2289027,forward
3710,ECK120003728,insH-8,2289065,2290081,reverse
3711,ECK120003729,yfaP,2327367,2328143,reverse
3712,ECK120003730,yfaQ,2328148,2329797,reverse
3713,ECK120003731,yfaS_2,2329798,2330283,reverse
3714,ECK120003732,yfaS_1,2330299,2334402,reverse
3715,ECK120003733,yfaT,2334336,2334959,reverse
3716,ECK120003734,yfaU,2358042,2358845,reverse
3717,ECK120003735,yfaV,2358863,2360152,reverse
3718,ECK120003736,rhmD,2360209,2361414,reverse
3719,ECK120003737,yfaX,2361429,2362211,reverse
3720,ECK120003738,yfaY,2362431,2363633,reverse
3721,ECK120003739,yfaZ,2363733,2364275,reverse
3722,ECK120003740,nudI,2364554,2364979,forward
3723,ECK120003741,ais,2365018,2365620,reverse
3724,ECK120003742,arnB,2365910,2367067,forward
3725,ECK120003743,arnC,2367071,2368039,forward
3726,ECK120003744,arnA,2368039,2370021,forward
3727,ECK120003745,arnD,2370018,2370908,forward
3728,ECK120003746,arnT,2370908,2372560,forward
3729,ECK120003747,arnF,2372892,2373278,forward
3730,ECK120003748,pmrD,2373272,2373538,reverse
3731,ECK120003749,elaB,2380722,2381027,reverse
3732,ECK120003750,elaA,2381082,2381543,reverse
3733,ECK120003751,rbn,2381608,2382525,forward
3734,ECK120003752,elaD,2382713,2383924,forward
3735,ECK120003753,yfbK,2383995,2385722,reverse
3736,ECK120003754,yfbL,2385860,2386831,forward
3737,ECK120003755,yfbM,2386934,2387437,forward
3738,ECK120003756,yfbN,2387710,2388426,reverse
3739,ECK120003757,yfbO,2388635,2389057,forward
3740,ECK120003758,yfbP,2389116,2389964,forward
3741,ECK120003759,alaA,2407561,2408778,forward
3742,ECK120003760,yfbR,2408862,2409461,forward
3743,ECK120003761,yfbS,2409520,2411352,reverse
3744,ECK120003762,hxpA,2411439,2412089,reverse
3745,ECK120003763,yfbU,2412100,2412594,reverse
3746,ECK120003764,yfbV,2412677,2413132,reverse
3747,ECK120003765,yfcC,2417081,2418601,forward
3748,ECK120003766,yfcD,2418634,2419176,reverse
3749,ECK120003767,yfcE,2419234,2419788,reverse
3750,ECK120003768,yfcF,2419841,2420485,reverse
3751,ECK120003769,yfcG,2420621,2421268,forward
3752,ECK120003770,folX,2421325,2421687,forward
3753,ECK120003771,yfcH,2421708,2422601,forward
3754,ECK120003772,rpnB,2422649,2423539,reverse
3755,ECK120003773,yfcJ,2438942,2440120,reverse
3756,ECK120003774,mnmC,2441764,2443770,forward
3757,ECK120003775,yfcL,2443891,2444169,reverse
3758,ECK120003776,epmC,2444203,2444751,reverse
3759,ECK120003777,smrB,2448606,2449157,forward
3760,ECK120003778,yfcO,2449228,2450049,reverse
3761,ECK120003779,yfcP,2450051,2450590,reverse
3762,ECK120003780,yfcQ,2450587,2451075,reverse
3763,ECK120003781,yfcR,2451072,2451584,reverse
3764,ECK120003782,yfcS,2451584,2452336,reverse
3765,ECK120003783,yfcU_2,2452356,2453252,reverse
3766,ECK120003784,yfcU_1,2453265,2455001,reverse
3767,ECK120003785,yfcV,2455083,2455646,reverse
3768,ECK120003786,sixA,2456327,2456812,reverse
3769,ECK120003787,fadJ,2457015,2459159,reverse
3770,ECK120003788,fadI,2459159,2460469,reverse
3771,ECK120003789,yfcZ,2460650,2460934,reverse
3772,ECK120003790,yfdF,2463012,2464070,forward
3773,ECK120003791,mlaA,2464252,2465007,reverse
3774,ECK120003792,yfdC,2465301,2466233,forward
3775,ECK120003793,intS,2466545,2467702,forward
3776,ECK120003794,yfdG,2467855,2468217,forward
3777,ECK120003795,yfdH,2468214,2469134,forward
3778,ECK120003796,yfdI,2469131,2470462,forward
3779,ECK120003797,tfaS,2470803,2471105,forward
3780,ECK120003798,yfdK,2471077,2471517,reverse
3781,ECK120003799,yfdL,2471544,2472062,reverse
3782,ECK120003800,yfdM,2472112,2472387,reverse
3783,ECK120003801,yfdN,2472387,2472881,reverse
3784,ECK120003802,yfdO,2472878,2473246,reverse
3785,ECK120003803,yfdP,2473604,2473966,forward
3786,ECK120003804,yfdQ,2474032,2474856,forward
3787,ECK120003805,yfdR,2474984,2475520,forward
3788,ECK120003806,yfdS,2475511,2475873,forward
3789,ECK120003807,yfdT,2475873,2476178,forward
3790,ECK120003808,emrK,2482176,2483339,reverse
3791,ECK120003809,yfdE,2488023,2489168,reverse
3792,ECK120003810,yfdV,2489242,2490186,reverse
3793,ECK120003811,oxc,2490256,2491950,reverse
3794,ECK120003812,frc,2492004,2493254,reverse
3795,ECK120003813,yfdX,2493767,2494402,reverse
3796,ECK120003814,ypdI,2494698,2494973,forward
3797,ECK120003815,yfdY,2495050,2495292,reverse
3798,ECK120003816,lpxP,2495645,2496565,forward
3799,ECK120003817,alaC,2497057,2498295,reverse
3800,ECK120003818,ypdA,2498671,2500368,forward
3801,ECK120003819,ypdB,2500383,2501117,forward
3802,ECK120003820,ypdC,2501130,2501987,forward
3803,ECK120003821,fryA,2501990,2504485,reverse
3804,ECK120003822,ypdE,2504510,2505547,reverse
3805,ECK120003823,ypdF,2505547,2506632,reverse
3806,ECK120003824,fryC,2506647,2507894,reverse
3807,ECK120003825,fryB,2507916,2508242,reverse
3808,ECK120003826,yfeO,2509630,2510886,forward
3809,ECK120003827,ypeC,2511001,2511327,forward
3810,ECK120003828,mntH,2511468,2512706,reverse
3811,ECK120003829,insL-3,2514331,2515443,forward
3812,ECK120003830,yfeN,2525127,2525891,forward
3813,ECK120003831,yfeR,2525930,2526856,reverse
3814,ECK120003832,zipA,2530247,2531233,reverse
3815,ECK120003833,pdxK,2536386,2537237,reverse
3816,ECK120003834,yfeK,2537342,2537716,forward
3817,ECK120003835,yfeS,2537749,2538483,forward
3818,ECK120003836,murR,2544752,2545609,reverse
3819,ECK120003837,murQ,2545773,2546669,forward
3820,ECK120003838,murP,2546673,2548097,forward
3821,ECK120003839,yfeW,2548102,2549406,forward
3822,ECK120003840,yfeX,2549646,2550545,reverse
3823,ECK120003841,yfeY,2550641,2551216,reverse
3824,ECK120003842,yfeZ,2551277,2551726,reverse
3825,ECK120003843,ypeA,2551713,2552138,reverse
3826,ECK120003844,eutK,2555228,2555728,reverse
3827,ECK120003845,eutL,2555741,2556400,reverse
3828,ECK120003846,intZ,2558858,2560066,forward
3829,ECK120003847,yffL,2560257,2560898,forward
3830,ECK120003848,yffM,2561368,2561613,forward
3831,ECK120003849,yffN,2561625,2561993,forward
3832,ECK120003850,yffO,2562111,2562527,forward
3833,ECK120003851,yffP,2562524,2563117,forward
3834,ECK120003852,yffQ,2563592,2563969,forward
3835,ECK120003853,yffR,2563980,2564372,forward
3836,ECK120003854,yffS,2564523,2565332,forward
3837,ECK120003855,eutA,2565481,2566884,reverse
3838,ECK120003856,eutH,2566881,2568107,reverse
3839,ECK120003857,eutG,2568324,2569511,reverse
3840,ECK120003858,eutJ,2569501,2570337,reverse
3841,ECK120003859,eutE,2570348,2571751,reverse
3842,ECK120003860,eutN,2571763,2572050,reverse
3843,ECK120003861,eutM,2572157,2572450,reverse
3844,ECK120003862,eutD,2572489,2573505,reverse
3845,ECK120003863,eutT,2573502,2574305,reverse
3846,ECK120003864,eutQ,2574302,2575003,reverse
3847,ECK120003865,eutP,2574978,2575457,reverse
3848,ECK120003866,eutS,2575470,2575805,reverse
3849,ECK120003867,maeB,2576098,2578377,reverse
3850,ECK120003868,ypfG,2581734,2582777,reverse
3851,ECK120003869,ypfH,2593072,2593770,reverse
3852,ECK120003870,tmcA,2593844,2595859,reverse
3853,ECK120003871,ypfJ,2595874,2596737,reverse
3854,ECK120003872,hyfC,2603847,2604794,forward
3855,ECK120003873,hyfD,2604811,2606250,forward
3856,ECK120003874,hyfE,2606262,2606912,forward
3857,ECK120003875,hyfF,2606917,2608497,forward
3858,ECK120003876,hyfG,2608487,2610154,forward
3859,ECK120003877,hyfH,2610164,2610709,forward
3860,ECK120003878,hyfI,2610706,2611464,forward
3861,ECK120003879,hyfJ,2611457,2611870,forward
3862,ECK120003880,hyfR,2611900,2613912,forward
3863,ECK120003881,focB,2613934,2614782,forward
3864,ECK120003882,yfgO,2614820,2615881,reverse
3865,ECK120003883,bepA,2616094,2617557,forward
3866,ECK120003884,yfgD,2617578,2617937,forward
3867,ECK120003885,hda,2618075,2618776,reverse
3868,ECK120003886,pdeF,2626695,2628938,reverse
3869,ECK120003887,yfgG,2629290,2629481,forward
3870,ECK120003888,yfgH,2629792,2630310,forward
3871,ECK120003889,yfgI,2630326,2630865,forward
3872,ECK120003890,yfgJ,2635599,2635814,reverse
3873,ECK120003891,der,2635884,2637356,reverse
3874,ECK120003892,bamB,2637474,2638652,reverse
3875,ECK120003893,yfgM,2638663,2639283,reverse
3876,ECK120003894,pbpC,2645013,2647325,reverse
3877,ECK120003895,yfhM,2647326,2652287,reverse
3878,ECK120003896,iscU,2659903,2660289,reverse
3879,ECK120003897,iscS,2660317,2661531,reverse
3880,ECK120003898,iscR,2661643,2662131,reverse
3881,ECK120003899,trmJ,2662583,2663323,reverse
3882,ECK120003900,yfhR,2664390,2665244,forward
3883,ECK120003901,csiE,2665435,2666715,forward
3884,ECK120003902,hcaT,2666707,2667846,reverse
3885,ECK120003903,hcaR,2668006,2668896,reverse
3886,ECK120003904,hcaC,2670908,2671228,forward
3887,ECK120003905,hcaB,2671225,2672037,forward
3888,ECK120003906,hcaD,2672047,2673249,forward
3889,ECK120003907,yphA,2673346,2673768,forward
3890,ECK120003908,yphB,2673816,2674688,reverse
3891,ECK120003909,yphC,2674700,2675761,reverse
3892,ECK120003910,yphD,2675827,2676825,reverse
3893,ECK120003911,yphE,2676850,2678361,reverse
3894,ECK120003912,yphF,2678384,2679367,reverse
3895,ECK120003913,yphG,2679464,2682745,reverse
3896,ECK120003914,yphH,2682863,2684056,forward
3897,ECK120003915,glrK,2689671,2691098,reverse
3898,ECK120003916,yfhL,2699663,2699923,forward
3899,ECK120003917,rseC,2707322,2707801,reverse
3900,ECK120003918,rseB,2707798,2708754,reverse
3901,ECK120003919,yfiP,2719223,2719921,forward
3902,ECK120003920,patZ,2719953,2722613,forward
3903,ECK120003921,bamD,2736146,2736883,forward
3905,ECK120003923,yfiR,2741875,2742393,forward
3906,ECK120003924,ypjD,2747962,2748753,forward
3907,ECK120003925,yfjF,2754008,2754298,reverse
3908,ECK120003926,ratA,2754288,2754764,reverse
3909,ECK120003927,yfjH,2757644,2758600,reverse
3910,ECK120003928,yfjI,2758985,2760394,forward
3911,ECK120003929,yfjJ,2760547,2761173,forward
3912,ECK120003930,abpB,2761351,2763540,reverse
3913,ECK120003931,abpA,2763537,2765153,reverse
3914,ECK120003932,yfjM,2765513,2765776,reverse
3915,ECK120003933,rnlA,2765918,2766991,forward
3916,ECK120003934,rnlB,2766984,2767355,forward
3917,ECK120003935,yfjP,2767710,2768573,forward
3918,ECK120003936,yfjQ,2768665,2769486,forward
3919,ECK120003937,yfjR,2769703,2770404,forward
3920,ECK120003938,ypjK,2770445,2770681,forward
3921,ECK120003939,yfjS,2770681,2771124,forward
3922,ECK120003940,yfjT,2771148,2771615,forward
3923,ECK120003941,yfjU,2771840,2772154,reverse
3924,ECK120003942,ypjM_3,2772167,2772685,reverse
3925,ECK120003943,ypjM_2,2772836,2773036,reverse
3926,ECK120003944,ypjM_1,2772976,2773158,reverse
3927,ECK120003945,yfjW,2773318,2775021,forward
3928,ECK120003946,yfjX,2775919,2776377,forward
3929,ECK120003947,yfjY,2776386,2776868,forward
3930,ECK120003948,yfjZ,2777115,2777432,forward
3931,ECK120003949,ypjF,2777453,2777782,forward
3932,ECK120003950,ypjA,2778146,2782726,reverse
3933,ECK120003951,pinH,2783065,2783304,reverse
3934,ECK120003952,ypjB,2783638,2784429,reverse
3935,ECK120003953,ypjC,2784529,2785011,reverse
3936,ECK120003954,b2651,2785221,2785352,forward
3937,ECK120003955,ileY,2785762,2785837,reverse
3939,ECK120003957,ygaQ,2786397,2788649,forward
3940,ECK120003961,csiD,2788985,2789962,forward
3941,ECK120003962,kbp,2796337,2796786,reverse
3942,ECK120003963,yqaE,2796870,2797028,reverse
3943,ECK120003964,ygaV,2797211,2797510,forward
3944,ECK120003965,ygaP,2797520,2798044,forward
3945,ECK120003966,alaE,2799164,2799613,forward
3946,ECK120003967,ygaM,2800146,2800475,forward
3947,ECK120003968,nrdH,2800723,2800968,forward
3948,ECK120003969,nrdI,2800965,2801375,forward
3949,ECK120003970,ygaY_1,2808316,2808582,forward
3950,ECK120003971,ygaY_2,2808612,2809493,forward
3951,ECK120003972,ygaZ,2809617,2810354,forward
3952,ECK120003973,ygaH,2810344,2810679,forward
3953,ECK120003974,yqaA,2816512,2816940,reverse
3954,ECK120003975,yqaB,2816937,2817503,reverse
3955,ECK120003976,pncC,2823849,2824346,reverse
3956,ECK120003977,mltB,2824491,2825576,reverse
3957,ECK120003978,norV,2832476,2833915,forward
3958,ECK120003979,hycI,2842573,2843043,reverse
3959,ECK120003980,pphB,2859760,2860416,forward
3960,ECK120003981,ygbI,2860467,2861234,reverse
3961,ECK120003982,ygbJ,2861430,2862338,forward
3962,ECK120003983,ygbK,2862335,2863501,forward
3963,ECK120003984,ygbL,2863593,2864231,forward
3964,ECK120003985,ygbM,2864236,2865012,forward
3965,ECK120003986,ygbN,2865101,2866465,forward
3966,ECK120003987,truD,2870255,2871304,reverse
3967,ECK120003988,ispD,2871780,2872490,reverse
3968,ECK120003989,ftsB,2872509,2872820,reverse
3969,ECK120003990,cas1,2878855,2879772,reverse
3970,ECK120003991,casE,2879788,2880387,reverse
3971,ECK120003992,casD,2880374,2881048,reverse
3972,ECK120003993,casC,2881051,2882142,reverse
3973,ECK120003994,casB,2882155,2882637,reverse
3974,ECK120003995,casA,2882630,2884138,reverse
3975,ECK120003996,queD,2892214,2892579,forward
3976,ECK120003997,ygcN,2892657,2893928,forward
3977,ECK120003998,ygcO,2893919,2894179,forward
3978,ECK120003999,ygcP,2894196,2894771,forward
3979,ECK120004000,ygcQ,2894919,2895779,reverse
3980,ECK120004001,ygcR,2895776,2896555,reverse
3981,ECK120004002,ygcS,2896533,2897870,reverse
3982,ECK120004003,ygcU,2897964,2899418,reverse
3983,ECK120004004,ygcW,2899488,2900273,reverse
3984,ECK120004005,ygcE,2901896,2903374,forward
3985,ECK120004006,queE,2904747,2905418,reverse
3986,ECK120004007,ygcG,2905711,2906583,forward
3987,ECK120004008,gudD,2918045,2919385,reverse
3988,ECK120004009,gudX,2919406,2920746,reverse
3989,ECK120004010,gudP,2920748,2922100,reverse
3990,ECK120004011,yqcA,2922535,2922984,reverse
3991,ECK120004012,truC,2923002,2923784,reverse
3992,ECK120004013,yqcC,2923784,2924113,reverse
3993,ECK120004014,syd,2924735,2925280,reverse
3994,ECK120004015,queF,2925348,2926196,forward
3995,ECK120004016,ygdI,2942918,2943145,reverse
3996,ECK120004017,csdA,2943337,2944542,forward
3997,ECK120004018,csdE,2944542,2944985,forward
3998,ECK120004019,tcdA,2945036,2945842,reverse
3999,ECK120004020,mltA,2946081,2947178,reverse
4000,ECK120004021,amiC,2947757,2949010,reverse
4001,ECK120004022,rppH,2968447,2968977,reverse
4002,ECK120004023,ygdQ,2970420,2971133,forward
4003,ECK120004024,ygdR,2971271,2971489,forward
4004,ECK120004025,tas,2971597,2972637,forward
4005,ECK120004026,kduI,2983288,2984124,reverse
4006,ECK120004027,yqeF,2984411,2985592,reverse
4007,ECK120004028,yqeG,2985847,2987076,forward
4008,ECK120004029,yqeH,2987536,2988168,forward
4009,ECK120004030,yqeI,2988502,2989311,forward
4010,ECK120004031,yqeJ,2989304,2989786,forward
4011,ECK120004032,yqeK,2989935,2990360,reverse
4012,ECK120004033,ygeF,2990554,2991000,forward
4013,ECK120004034,ygeG,2991268,2991759,forward
4014,ECK120004035,ygeH,2992094,2993470,forward
4015,ECK120004036,ygeI,2993638,2993856,forward
4016,ECK120004037,pbl,2994041,2994415,forward
4017,ECK120004038,ygeK,2994460,2994903,reverse
4018,ECK120004039,ygeL,2994937,2995092,reverse
4019,ECK120004040,ygeM,2995314,2995745,reverse
4020,ECK120004041,ygeN,2995748,2996020,reverse
4021,ECK120004042,ygeO,2995962,2996387,reverse
4022,ECK120004043,insD-4,2996372,2997277,reverse
4023,ECK120004044,insC-4,2997235,2997600,reverse
4024,ECK120004045,ygeP,2997689,2997988,reverse
4025,ECK120004046,ygeQ,2998034,2998828,reverse
4026,ECK120004047,ygeR,2999136,2999891,reverse
4027,ECK120004048,xdhA,3000345,3002603,forward
4028,ECK120004049,xdhB,3002614,3003492,forward
4029,ECK120004050,xdhC,3003489,3003968,forward
4030,ECK120004051,ygeV,3004008,3005786,reverse
4031,ECK120004052,ygeW,3006262,3007452,forward
4032,ECK120004053,ygeX,3007510,3008706,forward
4033,ECK120004054,ygeY,3008764,3009975,forward
4034,ECK120004055,hyuA,3010028,3011413,forward
4035,ECK120004056,yqeA,3011461,3012393,forward
4036,ECK120004057,yqeB,3012614,3014239,reverse
4037,ECK120004058,yqeC,3014287,3015057,reverse
4038,ECK120004059,mocA,3015160,3015738,forward
4039,ECK120004060,ygfK,3016060,3019158,forward
4040,ECK120004061,ssnA,3019161,3020489,forward
4041,ECK120004062,ygfM,3020540,3021319,forward
4042,ECK120004063,xdhD,3021316,3024186,forward
4043,ECK120004064,xanQ,3024351,3025751,forward
4044,ECK120004065,guaD,3025766,3027085,forward
4045,ECK120004066,ghxQ,3027121,3028488,forward
4046,ECK120004067,ygfS,3028524,3029012,reverse
4047,ECK120004068,ygfT,3029012,3030931,reverse
4048,ECK120004069,uacT,3031367,3032815,forward
4049,ECK120004070,idi,3033065,3033613,forward
4050,ECK120004071,ygfX,3040416,3040823,reverse
4051,ECK120004072,sdhE,3040804,3041070,reverse
4052,ECK120004073,ygfZ,3041313,3042293,forward
4053,ECK120004074,yqfA,3042489,3043148,reverse
4054,ECK120004075,yqfB,3043312,3043623,reverse
4055,ECK120004076,ygfF,3045158,3045901,reverse
4056,ECK120004077,yqfE,3059381,3059611,reverse
4057,ECK120004078,scpB,3063993,3064778,forward
4058,ECK120004079,scpC,3064802,3066280,forward
4059,ECK120004080,ygfI,3066277,3067173,reverse
4060,ECK120004081,yggP,3076179,3077456,reverse
4061,ECK120004082,yqgB,3085920,3086051,reverse
4062,ECK120004083,yqgC,3086187,3086402,forward
4063,ECK120004084,yqgD,3086399,3086650,reverse
4064,ECK120004085,yqgE,3092937,3093500,forward
4065,ECK120004086,yqgF,3093500,3093916,forward
4066,ECK120004087,yggR,3094100,3095080,reverse
4067,ECK120004088,yggS,3095098,3095802,forward
4068,ECK120004089,yggT,3095820,3096386,forward
4069,ECK120004090,yggU,3096383,3096673,forward
4070,ECK120004091,rdgB,3096681,3097274,forward
4071,ECK120004092,yggW,3097267,3098403,forward
4072,ECK120004093,yggX,3104093,3104368,forward
4073,ECK120004094,mltC,3104433,3105512,forward
4074,ECK120004095,yqgA,3109553,3110260,forward
4075,ECK120004096,yghD,3110590,3111126,reverse
4076,ECK120004097,yghE,3111128,3111988,reverse
4077,ECK120004098,yghF,3112054,3112920,reverse
4078,ECK120004099,yghG,3113067,3113477,reverse
4079,ECK120004100,pppA,3113543,3114352,reverse
4080,ECK120004101,yghJ,3114550,3119112,reverse
4081,ECK120004102,glcA,3119597,3121279,reverse
4082,ECK120004103,glcG,3123827,3124231,reverse
4083,ECK120004104,glcE,3125470,3126522,reverse
4084,ECK120004105,glcD,3126522,3128021,reverse
4085,ECK120004106,glcC,3128272,3129036,forward
4086,ECK120004107,yghO,3129043,3130215,reverse
4087,ECK120004108,insH-9,3130178,3131194,forward
4088,ECK120004109,yghQ,3131341,3132408,reverse
4089,ECK120004110,yghR,3132454,3133212,reverse
4090,ECK120004111,yghS,3133244,3133957,reverse
4091,ECK120004112,yghT,3134131,3134823,forward
4092,ECK120004113,yghU,3138727,3139593,forward
4093,ECK120004114,hybO,3145143,3146261,reverse
4094,ECK120004115,yghW,3146450,3146737,reverse
4095,ECK120004116,yghX_1,3146856,3147266,reverse
