,ATTENUATOR_ID,GENE_ID,ATTENUATOR_TYPE,ATTENUATOR_STRAND,A_TERMINATOR_TYPE,A_TERMINATOR_POSLEFT,A_TERMINATOR_POSRIGHT,A_TERMINATOR_ATTENUATOR_ID
891,ECK125144871,ECK120001769,Transcriptional,forward,anti-anti-terminator,4060187,4060239,ECK125144871
892,ECK125144875,ECK120001790,Translational,forward,terminator,4085969,4085998,ECK125144875
893,ECK125144877,ECK120001803,Translational,forward,terminator,4106422,4106470,ECK125144877
894,ECK125144879,ECK120000918,Transcriptional,forward,terminator,4108700,4108722,ECK125144879
895,ECK125144879,ECK120000918,Transcriptional,forward,anti-terminator,4108662,4108706,ECK125144879
896,ECK125144879,ECK120000918,Transcriptional,forward,anti-anti-terminator,4108624,4108682,ECK125144879
897,ECK125144883,ECK120000134,Transcriptional,forward,terminator,4109843,4109878,ECK125144883
898,ECK125144883,ECK120000134,Transcriptional,forward,anti-terminator,4109832,4109858,ECK125144883
899,ECK125144883,ECK120000134,Transcriptional,forward,anti-anti-terminator,4109794,4109842,ECK125144883
900,ECK125144887,ECK120000621,Transcriptional,reverse,terminator,4114517,4114548,ECK125144887
901,ECK125144887,ECK120000621,Transcriptional,reverse,anti-terminator,4114539,4114585,ECK125144887
902,ECK125144887,ECK120000621,Transcriptional,reverse,anti-anti-terminator,4114562,4114608,ECK125144887
903,ECK125144891,ECK120001810,Transcriptional,reverse,terminator,4120360,4120387,ECK125144891
904,ECK125144891,ECK120001810,Transcriptional,reverse,anti-terminator,4120377,4120405,ECK125144891
905,ECK125144891,ECK120001810,Transcriptional,reverse,anti-anti-terminator,4120390,4120448,ECK125144891
906,ECK125144895,ECK120000880,Translational,forward,terminator,4126966,4127001,ECK125144895
907,ECK125144897,ECK120000578,Transcriptional,forward,terminator,4132416,4132453,ECK125144897
908,ECK125144897,ECK120000578,Transcriptional,forward,anti-terminator,4132383,4132430,ECK125144897
909,ECK125144897,ECK120000578,Transcriptional,forward,anti-anti-terminator,4132332,4132408,ECK125144897
910,ECK125144901,ECK120001836,Transcriptional,forward,terminator,4142337,4142358,ECK125144901
911,ECK125144901,ECK120001836,Transcriptional,forward,anti-terminator,4142317,4142344,ECK125144901
912,ECK125144904,ECK120001841,Transcriptional,reverse,terminator,4148364,4148392,ECK125144904
913,ECK125144904,ECK120001841,Transcriptional,reverse,anti-terminator,4148389,4148420,ECK125144904
914,ECK125144904,ECK120001841,Transcriptional,reverse,anti-anti-terminator,4148418,4148464,ECK125144904
915,ECK125144908,ECK120001842,Transcriptional,reverse,terminator,4150402,4150429,ECK125144908
916,ECK125144910,ECK120000674,Translational,forward,terminator,4158443,4158486,ECK125144910
917,ECK125144912,ECK120001361,Translational,forward,terminator,4161049,4161068,ECK125144912
918,ECK125144914,ECK120001185,Transcriptional,forward,terminator,4171939,4171964,ECK125144914
919,ECK125144914,ECK120001185,Transcriptional,forward,anti-terminator,4171906,4171941,ECK125144914
920,ECK125144914,ECK120001185,Transcriptional,forward,anti-anti-terminator,4171880,4171921,ECK125144914
921,ECK125144918,ECK120000928,Transcriptional,forward,terminator,4177163,4177186,ECK125144918
922,ECK125144918,ECK120000928,Transcriptional,forward,anti-terminator,4177130,4177167,ECK125144918
923,ECK125144918,ECK120000928,Transcriptional,forward,anti-anti-terminator,4177104,4177152,ECK125144918
924,ECK125144922,ECK120000863,Transcriptional,forward,terminator,4178323,4178368,ECK125144922
925,ECK125144922,ECK120000863,Transcriptional,forward,anti-terminator,4178294,4178339,ECK125144922
926,ECK125144922,ECK120000863,Transcriptional,forward,anti-anti-terminator,4178238,4178313,ECK125144922
927,ECK125144926,ECK120000864,Transcriptional,forward,terminator,4180484,4180510,ECK125144926
928,ECK125144926,ECK120000864,Transcriptional,forward,anti-terminator,4180460,4180490,ECK125144926
929,ECK125144926,ECK120000864,Transcriptional,forward,anti-anti-terminator,4180452,4180471,ECK125144926
930,ECK125144930,ECK120000886,Translational,forward,terminator,4185317,4185351,ECK125144930
931,ECK125144932,ECK120001393,Transcriptional,forward,terminator,4189597,4189622,ECK125144932
932,ECK125144934,ECK120000007,Transcriptional,forward,terminator,4201791,4201824,ECK125144934
933,ECK125144934,ECK120000007,Transcriptional,forward,anti-terminator,4201770,4201803,ECK125144934
934,ECK125144934,ECK120000007,Transcriptional,forward,anti-anti-terminator,4201733,4201775,ECK125144934
935,ECK125144938,ECK120000786,Transcriptional,reverse,terminator,4207585,4207630,ECK125144938
936,ECK125144938,ECK120000786,Transcriptional,reverse,anti-terminator,4207607,4207636,ECK125144938
937,ECK125144938,ECK120000786,Transcriptional,reverse,anti-anti-terminator,4207625,4207667,ECK125144938
938,ECK125144942,ECK120001186,Transcriptional,forward,terminator,4213172,4213200,ECK125144942
939,ECK125144944,ECK120000020,Transcriptional,forward,terminator,4215254,4215280,ECK125144944
940,ECK125144946,ECK120001847,Transcriptional,forward,terminator,4227543,4227576,ECK125144946
941,ECK125144948,ECK120001850,Transcriptional,reverse,terminator,4231837,4231878,ECK125144948
942,ECK125144950,ECK120000551,Transcriptional,forward,terminator,4246553,4246597,ECK125144950
943,ECK125144950,ECK120000551,Transcriptional,forward,anti-terminator,4246521,4246559,ECK125144950
944,ECK125144950,ECK120000551,Transcriptional,forward,anti-anti-terminator,4246483,4246516,ECK125144950
945,ECK125144954,ECK120001860,Transcriptional,forward,terminator,4261510,4261548,ECK125144954
946,ECK125144954,ECK120001860,Transcriptional,forward,anti-terminator,4261474,4261518,ECK125144954
947,ECK125144954,ECK120001860,Transcriptional,forward,anti-anti-terminator,4261458,4261493,ECK125144954
948,ECK125144958,ECK120000230,Transcriptional,forward,terminator,4264255,4264292,ECK125144958
949,ECK125144958,ECK120000230,Transcriptional,forward,anti-terminator,4264222,4264267,ECK125144958
950,ECK125144961,ECK120001862,Transcriptional,forward,terminator,4269329,4269361,ECK125144961
951,ECK125144961,ECK120001862,Transcriptional,forward,anti-terminator,4269268,4269332,ECK125144961
952,ECK125144961,ECK120001862,Transcriptional,forward,anti-anti-terminator,4269248,4269295,ECK125144961
953,ECK125144965,ECK120001863,Transcriptional,forward,terminator,4270126,4270170,ECK125144965
954,ECK125144965,ECK120001863,Transcriptional,forward,anti-terminator,4270104,4270141,ECK125144965
955,ECK125144968,ECK120000947,Transcriptional,reverse,terminator,4277473,4277518,ECK125144968
956,ECK125144968,ECK120000947,Transcriptional,reverse,anti-terminator,4277505,4277539,ECK125144968
957,ECK125144968,ECK120000947,Transcriptional,reverse,anti-anti-terminator,4277522,4277558,ECK125144968
958,ECK125144972,ECK120001868,Transcriptional,forward,terminator,4279844,4279881,ECK125144972
959,ECK125144972,ECK120001868,Transcriptional,forward,anti-terminator,4279820,4279857,ECK125144972
960,ECK125144972,ECK120001868,Transcriptional,forward,anti-anti-terminator,4279787,4279824,ECK125144972
961,ECK125144976,ECK120001715,Translational,forward,terminator,4287726,4287744,ECK125144976
962,ECK125144978,ECK120001878,Transcriptional,reverse,terminator,4297176,4297205,ECK125144978
963,ECK125144980,ECK120000279,Translational,reverse,terminator,4299382,4299412,ECK125144980
964,ECK125144982,ECK120001881,Transcriptional,reverse,terminator,4304130,4304157,ECK125144982
965,ECK125144982,ECK120001881,Transcriptional,reverse,anti-terminator,4304149,4304220,ECK125144982
966,ECK125144982,ECK120001881,Transcriptional,reverse,anti-anti-terminator,4304210,4304248,ECK125144982
967,ECK125144986,ECK120000704,Translational,reverse,terminator,4325747,4325768,ECK125144986
968,ECK125144988,ECK120001892,Transcriptional,reverse,terminator,4338099,4338136,ECK125144988
969,ECK125144988,ECK120001892,Transcriptional,reverse,anti-terminator,4338130,4338163,ECK125144988
970,ECK125144988,ECK120001892,Transcriptional,reverse,anti-anti-terminator,4338151,4338194,ECK125144988
971,ECK125144992,ECK120001457,Translational,reverse,terminator,4340527,4340563,ECK125144992
972,ECK125144994,ECK120000571,Translational,forward,terminator,4343336,4343368,ECK125144994
973,ECK125144996,ECK120000546,Translational,reverse,terminator,4354725,4354763,ECK125144996
974,ECK125144998,ECK120002307,Transcriptional,reverse,terminator,4356428,4356457,ECK125144998
975,ECK125145000,ECK120002070,Transcriptional,reverse,terminator,4365436,4365462,ECK125145000
976,ECK125145000,ECK120002070,Transcriptional,reverse,anti-terminator,4365456,4365500,ECK125145000
977,ECK125145000,ECK120002070,Transcriptional,reverse,anti-anti-terminator,4365484,4365522,ECK125145000
978,ECK125145004,ECK120001203,Transcriptional,reverse,terminator,4366836,4366867,ECK125145004
979,ECK125145004,ECK120001203,Transcriptional,reverse,anti-terminator,4366862,4366932,ECK125145004
980,ECK125145004,ECK120001203,Transcriptional,reverse,anti-anti-terminator,4366899,4366954,ECK125145004
981,ECK125145008,ECK120004329,Translational,reverse,terminator,4370430,4370446,ECK125145008
982,ECK125145010,ECK120000593,Transcriptional,forward,terminator,4370518,4370549,ECK125145010
983,ECK125145010,ECK120000593,Transcriptional,forward,anti-terminator,4370481,4370525,ECK125145010
984,ECK125145010,ECK120000593,Transcriptional,forward,anti-anti-terminator,4370475,4370499,ECK125145010
985,ECK125145014,ECK120004332,Transcriptional,reverse,terminator,4375854,4375890,ECK125145014
986,ECK125145014,ECK120004332,Transcriptional,reverse,anti-terminator,4375873,4375939,ECK125145014
987,ECK125145014,ECK120004332,Transcriptional,reverse,anti-anti-terminator,4375922,4375958,ECK125145014
988,ECK125145018,ECK120004333,Transcriptional,reverse,terminator,4377910,4377945,ECK125145018
989,ECK125145018,ECK120004333,Transcriptional,reverse,anti-terminator,4377934,4377982,ECK125145018
990,ECK125145018,ECK120004333,Transcriptional,reverse,anti-anti-terminator,4377960,4378008,ECK125145018
991,ECK125145022,ECK120000036,Transcriptional,reverse,terminator,4378961,4378987,ECK125145022
992,ECK125145022,ECK120000036,Transcriptional,reverse,anti-terminator,4378984,4379031,ECK125145022
993,ECK125145022,ECK120000036,Transcriptional,reverse,anti-anti-terminator,4379028,4379061,ECK125145022
994,ECK125145026,ECK120004340,Transcriptional,forward,terminator,4404330,4404372,ECK125145026
995,ECK125145026,ECK120004340,Transcriptional,forward,anti-terminator,4404314,4404341,ECK125145026
996,ECK125145026,ECK120004340,Transcriptional,forward,anti-anti-terminator,4404283,4404325,ECK125145026
997,ECK125145030,ECK120004344,Transcriptional,forward,terminator,4411257,4411290,ECK125145030
998,ECK125145030,ECK120004344,Transcriptional,forward,anti-terminator,4411221,4411270,ECK125145030
999,ECK125145030,ECK120004344,Transcriptional,forward,anti-anti-terminator,4411184,4411239,ECK125145030
1000,ECK125145034,ECK120004368,Translational,reverse,terminator,4441221,4441241,ECK125145034
1001,ECK125145036,ECK120001193,Transcriptional,reverse,terminator,4448354,4448387,ECK125145036
1002,ECK125145036,ECK120001193,Transcriptional,reverse,anti-terminator,4448375,4448414,ECK125145036
1003,ECK125145036,ECK120001193,Transcriptional,reverse,anti-anti-terminator,4448407,4448444,ECK125145036
1004,ECK125145040,ECK120000746,Transcriptional,reverse,terminator,4449679,4449711,ECK125145040
1005,ECK125145040,ECK120000746,Transcriptional,reverse,anti-terminator,4449703,4449729,ECK125145040
1006,ECK125145040,ECK120000746,Transcriptional,reverse,anti-anti-terminator,4449726,4449773,ECK125145040
1007,ECK125145044,ECK120001376,Transcriptional,reverse,terminator,4457916,4457946,ECK125145044
1008,ECK125145044,ECK120001376,Transcriptional,reverse,anti-terminator,4457941,4457985,ECK125145044
1009,ECK125145044,ECK120001376,Transcriptional,reverse,anti-anti-terminator,4457963,4457997,ECK125145044
1010,ECK125145048,ECK120000732,Translational,forward,terminator,4457923,4457949,ECK125145048
1011,ECK125145050,ECK120002029,Transcriptional,reverse,terminator,4466232,4466259,ECK125145050
1012,ECK125145050,ECK120002029,Transcriptional,reverse,anti-terminator,4466252,4466297,ECK125145050
1013,ECK125145053,ECK120004385,Translational,reverse,terminator,4490068,4490095,ECK125145053
1014,ECK125145055,ECK120004386,Translational,reverse,terminator,4491149,4491185,ECK125145055
1015,ECK125145057,ECK120002317,Transcriptional,reverse,terminator,4492549,4492572,ECK125145057
1016,ECK125145057,ECK120002317,Transcriptional,reverse,anti-terminator,4492565,4492611,ECK125145057
1017,ECK125145057,ECK120002317,Transcriptional,reverse,anti-anti-terminator,4492588,4492636,ECK125145057
1018,ECK125145061,ECK120004394,Translational,forward,terminator,4501216,4501255,ECK125145061
1019,ECK125145063,ECK120004395,Transcriptional,reverse,terminator,4503430,4503467,ECK125145063
1020,ECK125145063,ECK120004395,Transcriptional,reverse,anti-terminator,4503453,4503480,ECK125145063
1021,ECK125145063,ECK120004395,Transcriptional,reverse,anti-anti-terminator,4503469,4503512,ECK125145063
1022,ECK125145067,ECK120004401,Transcriptional,forward,terminator,4508887,4508916,ECK125145067
1023,ECK125145067,ECK120004401,Transcriptional,forward,anti-terminator,4508865,4508901,ECK125145067
1024,ECK125145067,ECK120004401,Transcriptional,forward,anti-anti-terminator,4508829,4508884,ECK125145067
1025,ECK125145071,ECK120000306,Transcriptional,forward,terminator,4541922,4541958,ECK125145071
1026,ECK125145071,ECK120000306,Transcriptional,forward,anti-terminator,4541867,4541933,ECK125145071
1027,ECK125145071,ECK120000306,Transcriptional,forward,anti-anti-terminator,4541860,4541897,ECK125145071
1028,ECK125145075,ECK120000305,Transcriptional,forward,terminator,4545001,4545046,ECK125145075
1029,ECK125145075,ECK120000305,Transcriptional,forward,anti-terminator,4544998,4545021,ECK125145075
1030,ECK125145078,ECK120001055,Translational,forward,terminator,4551595,4551628,ECK125145078
1031,ECK125145080,ECK120002446,Translational,forward,terminator,4552859,4552894,ECK125145080
1032,ECK125145082,ECK120004431,Translational,reverse,terminator,4571576,4571601,ECK125145082
1033,ECK125145084,ECK120004432,Translational,forward,terminator,4571721,4571749,ECK125145084
1034,ECK125145086,ECK120000451,Translational,reverse,terminator,4583071,4583093,ECK125145086
1035,ECK125145088,ECK120000452,Translational,reverse,terminator,4586830,4586862,ECK125145088
1036,ECK125145090,ECK120001023,Translational,forward,terminator,4591611,4591649,ECK125145090
1037,ECK125145092,ECK120004444,Transcriptional,forward,terminator,4612234,4612267,ECK125145092
1038,ECK125145092,ECK120004444,Transcriptional,forward,anti-terminator,4612200,4612244,ECK125145092
1039,ECK125145092,ECK120004444,Transcriptional,forward,anti-anti-terminator,4612194,4612218,ECK125145092
1040,ECK125145096,ECK120000215,Translational,forward,terminator,4617293,4617319,ECK125145096
1041,ECK125145098,ECK120000216,Transcriptional,forward,terminator,4620835,4620860,ECK125145098
1042,ECK125145098,ECK120000216,Transcriptional,forward,anti-terminator,4620771,4620841,ECK125145098
1043,ECK125145098,ECK120000216,Transcriptional,forward,anti-anti-terminator,4620738,4620811,ECK125145098
1044,ECK125145102,ECK120002217,Transcriptional,forward,terminator,4621636,4621665,ECK125145102
1045,ECK125145102,ECK120002217,Transcriptional,forward,anti-terminator,4621600,4621644,ECK125145102
1046,ECK125145102,ECK120002217,Transcriptional,forward,anti-anti-terminator,4621578,4621622,ECK125145102
1047,ECK125145106,ECK120000141,Translational,forward,terminator,4638137,4638180,ECK125145106
1048,ECK125145108,ECK120001692,Transcriptional,forward,terminator,77564,77596,ECK125145108
1049,ECK125145108,ECK120001692,Transcriptional,forward,anti-terminator,77534,77573,ECK125145108
1050,ECK125145108,ECK120001692,Transcriptional,forward,anti-anti-terminator,77526,77554,ECK125145108
1051,ECK125145112,ECK120002746,Transcriptional,reverse,terminator,267161,267190,ECK125145112
1052,ECK125145112,ECK120002746,Transcriptional,reverse,anti-terminator,267185,267227,ECK125145112
1053,ECK125145112,ECK120002746,Transcriptional,reverse,anti-anti-terminator,267212,267267,ECK125145112
1054,ECK125145116,ECK120002998,Transcriptional,reverse,terminator,800761,800804,ECK125145116
1055,ECK125145116,ECK120002998,Transcriptional,reverse,anti-terminator,800793,800840,ECK125145116
1056,ECK125145116,ECK120002998,Transcriptional,reverse,anti-anti-terminator,800819,800851,ECK125145116
1057,ECK125145120,ECK120003101,Translational,reverse,terminator,1029883,1029910,ECK125145120
1058,ECK125145122,ECK120003211,Translational,forward,terminator,1227640,1227679,ECK125145122
1059,ECK125145124,ECK120002655,Translational,reverse,terminator,1269276,1269313,ECK125145124
1060,ECK125145126,ECK120002657,Translational,reverse,terminator,1269811,1269848,ECK125145126
1061,ECK125145128,ECK120002659,Translational,reverse,terminator,1270355,1270392,ECK125145128
1062,ECK125145130,ECK120003325,Translational,forward,terminator,1483089,1483117,ECK125145130
1063,ECK125145132,ECK120000559,Translational,forward,terminator,1688529,1688566,ECK125145132
1064,ECK125145134,ECK120002262,Transcriptional,forward,terminator,1743302,1743339,ECK125145134
1065,ECK125145134,ECK120002262,Transcriptional,forward,anti-terminator,1743282,1743314,ECK125145134
1066,ECK125145134,ECK120002262,Transcriptional,forward,anti-anti-terminator,1743253,1743293,ECK125145134
1067,ECK125145138,ECK120001209,Transcriptional,reverse,terminator,1800034,1800078,ECK125145138
1068,ECK125145138,ECK120001209,Transcriptional,reverse,anti-terminator,1800065,1800097,ECK125145138
1069,ECK125145138,ECK120001209,Transcriptional,reverse,anti-anti-terminator,1800082,1800116,ECK125145138
1070,ECK125145142,ECK120000692,Translational,forward,terminator,1806323,1806363,ECK125145142
1071,ECK125145144,ECK120000502,Transcriptional,forward,terminator,1813787,1813820,ECK125145144
1072,ECK125145144,ECK120000502,Transcriptional,forward,anti-terminator,1813756,1813797,ECK125145144
1073,ECK125145147,ECK120000314,Translational,reverse,terminator,1978230,1978246,ECK125145147
1074,ECK125145149,ECK120001324,Transcriptional,reverse,terminator,2001910,2001935,ECK125145149
1075,ECK125145149,ECK120001324,Transcriptional,reverse,anti-terminator,2001929,2001970,ECK125145149
1076,ECK125145149,ECK120001324,Transcriptional,reverse,anti-anti-terminator,2001959,2002005,ECK125145149
1077,ECK125145153,ECK120003666,Transcriptional,forward,terminator,2071478,2071514,ECK125145153
1078,ECK125145153,ECK120003666,Transcriptional,forward,anti-terminator,2071446,2071492,ECK125145153
1079,ECK125145153,ECK120003666,Transcriptional,forward,anti-anti-terminator,2071444,2071465,ECK125145153
1080,ECK125145157,ECK120003803,Transcriptional,forward,terminator,2473424,2473445,ECK125145157
1081,ECK125145157,ECK120003803,Transcriptional,forward,anti-terminator,2473407,2473430,ECK125145157
1082,ECK125145157,ECK120003803,Transcriptional,forward,anti-anti-terminator,2473373,2473418,ECK125145157
1083,ECK125145161,ECK120003924,Transcriptional,forward,terminator,2747684,2747715,ECK125145161
1084,ECK125145161,ECK120003924,Transcriptional,forward,anti-terminator,2747650,2747693,ECK125145161
1085,ECK125145161,ECK120003924,Transcriptional,forward,anti-anti-terminator,2747620,2747666,ECK125145161
1086,ECK125145165,ECK120003935,Transcriptional,forward,terminator,2767654,2767690,ECK125145165
1087,ECK125145165,ECK120003935,Transcriptional,forward,anti-terminator,2767591,2767664,ECK125145165
1088,ECK125145165,ECK120003935,Transcriptional,forward,anti-anti-terminator,2767598,2767630,ECK125145165
1089,ECK125145169,ECK120003942,Translational,reverse,terminator,2772689,2772710,ECK125145169
1090,ECK125145171,ECK120004125,Translational,forward,terminator,3157607,3157642,ECK125145171
1091,ECK125145173,ECK120004160,Transcriptional,forward,terminator,3238528,3238564,ECK125145173
1092,ECK125145173,ECK120004160,Transcriptional,forward,anti-terminator,3238501,3238544,ECK125145173
1093,ECK125145173,ECK120004160,Transcriptional,forward,anti-anti-terminator,3238483,3238519,ECK125145173
1094,ECK125145177,ECK120000734,Transcriptional,reverse,terminator,3311370,3311394,ECK125145177
1095,ECK125145177,ECK120000734,Transcriptional,reverse,anti-terminator,3311392,3311433,ECK125145177
1096,ECK125145177,ECK120000734,Transcriptional,reverse,anti-anti-terminator,3311417,3311460,ECK125145177
1097,ECK125145181,ECK120004278,Transcriptional,reverse,terminator,3512461,3512486,ECK125145181
1098,ECK125145183,ECK120002626,Translational,reverse,terminator,3700088,3700126,ECK125145183
1099,ECK125145185,ECK120002152,Translational,forward,terminator,3716500,3716516,ECK125145185
1100,ECK125145187,ECK120000086,Transcriptional,forward,terminator,3982810,3982848,ECK125145187
1101,ECK125145187,ECK120000086,Transcriptional,forward,anti-terminator,3982780,3982826,ECK125145187
1102,ECK125145187,ECK120000086,Transcriptional,forward,anti-anti-terminator,3982779,3982803,ECK125145187
1103,ECK125145191,ECK120001428,Translational,reverse,terminator,4004202,4004224,ECK125145191
1104,ECK125145193,ECK120000824,Transcriptional,forward,terminator,4005814,4005845,ECK125145193
1105,ECK125145195,ECK120001775,Translational,reverse,terminator,4070399,4070423,ECK125145195
1106,ECK125145197,ECK120000942,Translational,forward,terminator,4100768,4100788,ECK125145197
1107,ECK125145199,ECK120002571,Translational,forward,terminator,4376270,4376301,ECK125145199
1108,ECK125145201,ECK120000493,Transcriptional,forward,terminator,85476,85498,ECK125145201
1109,ECK125145201,ECK120000493,Transcriptional,forward,anti-terminator,85447,85479,ECK125145201
1110,ECK125145201,ECK120000493,Transcriptional,forward,anti-anti-terminator,85430,85462,ECK125145201
1111,ECK125145205,ECK120002328,Transcriptional,forward,terminator,134246,134284,ECK125145205
1112,ECK125145205,ECK120002328,Transcriptional,forward,anti-terminator,134223,134260,ECK125145205
1113,ECK125145205,ECK120002328,Transcriptional,forward,anti-anti-terminator,134216,134234,ECK125145205
1114,ECK125145209,ECK120002212,Transcriptional,reverse,terminator,185082,185111,ECK125145209
1115,ECK125145209,ECK120002212,Transcriptional,reverse,anti-terminator,185101,185147,ECK125145209
1116,ECK125145209,ECK120002212,Transcriptional,reverse,anti-anti-terminator,185136,185167,ECK125145209
1117,ECK125145213,ECK120002039,Transcriptional,reverse,terminator,217019,217049,ECK125145213
1118,ECK125145215,ECK120002747,Transcriptional,reverse,terminator,268104,268131,ECK125145215
1119,ECK125145215,ECK120002747,Transcriptional,reverse,anti-terminator,268121,268169,ECK125145215
1120,ECK125145215,ECK120002747,Transcriptional,reverse,anti-anti-terminator,268147,268203,ECK125145215
1121,ECK125145219,ECK120002748,Transcriptional,reverse,terminator,268980,269014,ECK125145219
1122,ECK125145219,ECK120002748,Transcriptional,reverse,anti-terminator,269000,269029,ECK125145219
1123,ECK125145219,ECK120002748,Transcriptional,reverse,anti-anti-terminator,269019,269071,ECK125145219
1124,ECK125145223,ECK120002755,Transcriptional,forward,terminator,275148,275180,ECK125145223
1125,ECK125145223,ECK120002755,Transcriptional,forward,anti-terminator,275140,275156,ECK125145223
1126,ECK125145223,ECK120002755,Transcriptional,forward,anti-anti-terminator,275081,275143,ECK125145223
1127,ECK125145227,ECK120002793,Transcriptional,reverse,terminator,320204,320230,ECK125145227
1128,ECK125145227,ECK120002793,Transcriptional,reverse,anti-terminator,320226,320267,ECK125145227
1129,ECK125145227,ECK120002793,Transcriptional,reverse,anti-anti-terminator,320269,320302,ECK125145227
1130,ECK125145231,ECK120002810,Translational,forward,terminator,345387,345403,ECK125145231
1131,ECK125145233,ECK120002831,Translational,forward,terminator,385192,385232,ECK125145233
1132,ECK125145235,ECK120001367,Transcriptional,forward,terminator,403163,403206,ECK125145235
1133,ECK125145235,ECK120001367,Transcriptional,forward,anti-terminator,403139,403184,ECK125145235
1134,ECK125145238,ECK120002851,Transcriptional,forward,terminator,444602,444633,ECK125145238
1135,ECK125145238,ECK120002851,Transcriptional,forward,anti-terminator,444540,444613,ECK125145238
1136,ECK125145241,ECK120002852,Transcriptional,reverse,terminator,446772,446797,ECK125145241
1137,ECK125145241,ECK120002852,Transcriptional,reverse,anti-terminator,446786,446822,ECK125145241
1138,ECK125145241,ECK120002852,Transcriptional,reverse,anti-anti-terminator,446813,446855,ECK125145241
1139,ECK125145245,ECK120002075,Transcriptional,reverse,terminator,454202,454243,ECK125145245
1140,ECK125145245,ECK120002075,Transcriptional,reverse,anti-terminator,454228,454292,ECK125145245
1141,ECK125145248,ECK120002857,Translational,forward,terminator,467366,467382,ECK125145248
1142,ECK125145250,ECK120002858,Transcriptional,forward,terminator,468247,468292,ECK125145250
1143,ECK125145250,ECK120002858,Transcriptional,forward,anti-terminator,468188,468253,ECK125145250
1144,ECK125145250,ECK120002858,Transcriptional,forward,anti-anti-terminator,468146,468210,ECK125145250
1145,ECK125145254,ECK120002876,Transcriptional,reverse,terminator,518448,518481,ECK125145254
1146,ECK125145254,ECK120002876,Transcriptional,reverse,anti-terminator,518471,518509,ECK125145254
1147,ECK125145254,ECK120002876,Transcriptional,reverse,anti-anti-terminator,518489,518547,ECK125145254
1148,ECK125145258,ECK120001352,Transcriptional,forward,terminator,639646,639672,ECK125145258
1149,ECK125145258,ECK120001352,Transcriptional,forward,anti-terminator,639635,639652,ECK125145258
1150,ECK125145261,ECK120002984,Transcriptional,reverse,terminator,747938,747982,ECK125145261
1151,ECK125145261,ECK120002984,Transcriptional,reverse,anti-terminator,747965,748006,ECK125145261
1152,ECK125145264,ECK120003001,Translational,forward,terminator,803460,803495,ECK125145264
1153,ECK125145266,ECK120003053,Transcriptional,reverse,terminator,906941,906977,ECK125145266
1154,ECK125145266,ECK120003053,Transcriptional,reverse,anti-terminator,906973,907007,ECK125145266
1155,ECK125145266,ECK120003053,Transcriptional,reverse,anti-anti-terminator,906998,907047,ECK125145266
1156,ECK125145270,ECK120003066,Transcriptional,forward,terminator,947029,947074,ECK125145270
1157,ECK125145270,ECK120003066,Transcriptional,forward,anti-terminator,946969,947038,ECK125145270
1158,ECK125145270,ECK120003066,Transcriptional,forward,anti-anti-terminator,946936,946992,ECK125145270
1159,ECK125145274,ECK120003070,Transcriptional,forward,terminator,960136,960166,ECK125145274
1160,ECK125145274,ECK120003070,Transcriptional,forward,anti-terminator,960090,960145,ECK125145274
1161,ECK125145274,ECK120003070,Transcriptional,forward,anti-anti-terminator,960090,960108,ECK125145274
1162,ECK125145278,ECK120002243,Transcriptional,forward,terminator,964142,964164,ECK125145278
1163,ECK125145278,ECK120002243,Transcriptional,forward,anti-terminator,964105,964150,ECK125145278
1164,ECK125145278,ECK120002243,Transcriptional,forward,anti-anti-terminator,964074,964122,ECK125145278
1165,ECK125145282,ECK120003086,Transcriptional,forward,terminator,1005807,1005842,ECK125145282
1166,ECK125145282,ECK120003086,Transcriptional,forward,anti-terminator,1005745,1005816,ECK125145282
1167,ECK125145285,ECK120003097,Transcriptional,reverse,terminator,1027082,1027101,ECK125145285
1168,ECK125145285,ECK120003097,Transcriptional,reverse,anti-terminator,1027093,1027142,ECK125145285
1169,ECK125145285,ECK120003097,Transcriptional,reverse,anti-anti-terminator,1027131,1027169,ECK125145285
1170,ECK125145289,ECK120002415,Transcriptional,reverse,terminator,1030704,1030739,ECK125145289
1171,ECK125145291,ECK120003138,Translational,forward,terminator,1100265,1100298,ECK125145291
1172,ECK125145293,ECK120003155,Translational,reverse,terminator,1125324,1125344,ECK125145293
1173,ECK125145295,ECK120003175,Transcriptional,reverse,terminator,1181745,1181774,ECK125145295
1174,ECK125145297,ECK120001394,Translational,reverse,terminator,1188245,1188287,ECK125145297
1175,ECK125145299,ECK120003177,Transcriptional,reverse,terminator,1195025,1195070,ECK125145299
1176,ECK125145299,ECK120003177,Transcriptional,reverse,anti-terminator,1195054,1195076,ECK125145299
1177,ECK125145299,ECK120003177,Transcriptional,reverse,anti-anti-terminator,1195064,1195109,ECK125145299
1178,ECK125145303,ECK120003185,Translational,forward,terminator,1202992,1203026,ECK125145303
1179,ECK125145305,ECK120003207,Translational,reverse,terminator,1222923,1222936,ECK125145305
1180,ECK125145307,ECK120002255,Transcriptional,reverse,terminator,1260887,1260912,ECK125145307
1181,ECK125145307,ECK120002255,Transcriptional,reverse,anti-terminator,1260910,1260950,ECK125145307
1182,ECK125145307,ECK120002255,Transcriptional,reverse,anti-anti-terminator,1260942,1260989,ECK125145307
1183,ECK125145311,ECK120003235,Translational,reverse,terminator,1350115,1350151,ECK125145311
