,SITE_ID,SITE_POSLEFT,SITE_POSRIGHT,CONFORMATION_ID
1743,ECK120029620,3354148,3354165,ECK125269268
1744,ECK120029639,1825731,1825745,ECK125269248
1745,ECK120029870,480837,480851,ECK125269248
1746,ECK120029872,1031489,1031503,ECK125269248
1747,ECK120029874,1170463,1170479,ECK125269248
1748,ECK120029876,1081246,1081260,ECK125269248
1749,ECK120029878,1929769,1929783,ECK125269248
1750,ECK120029880,1623912,1623929,ECK125269248
1751,ECK120029882,785546,785560,ECK125269248
1752,ECK120029884,1986731,1986745,ECK125269248
1753,ECK120029886,3247494,3247508,ECK125269248
1754,ECK120029888,1441775,1441816,ECK125269327
1755,ECK120029890,2892082,2892094,ECK125269246
1756,ECK120029979,4235642,4235656,ECK125269359
1757,ECK120029981,4235719,4235731,ECK125269246
1758,ECK120029983,997734,997746,ECK125269246
1759,ECK120029985,997691,997703,ECK125269246
1760,ECK120029987,997525,997537,ECK125269246
1761,ECK120030258,1889807,1889821,ECK125269269
1762,ECK120030260,1092556,1092572,ECK125269314
1763,ECK120030262,1092578,1092594,ECK125269314
1764,ECK120030267,2822080,2822114,ECK125269388
1765,ECK120030275,4404665,4404680,ECK125269262
1766,ECK120030277,4404566,4404581,ECK125269262
1767,ECK120030279,243325,243341,ECK125269286
1768,ECK120030281,121623,121640,ECK125269281
1769,ECK120030281,121623,121640,ECK125269281
1770,ECK120030284,121600,121617,ECK125269281
1771,ECK120030284,121600,121617,ECK125269281
1772,ECK120030287,358700,358708,ECK125269386
1773,ECK120030287,358700,358708,ECK125269320
1774,ECK120030289,2460521,2460535,ECK125269269
1775,ECK120030291,243385,243399,ECK125269269
1776,ECK120030311,2339514,2339520,ECK125269436
1777,ECK120030315,1619064,1619085,ECK125269261
1778,ECK120030317,102695,102712,ECK125269393
1779,ECK120030319,2339542,2339548,ECK125269436
1780,ECK120030321,2339562,2339568,ECK125269436
1781,ECK120030366,1862683,1862700,ECK125269240
1782,ECK120030366,1862683,1862700,ECK125269240
1783,ECK120030366,1862683,1862700,ECK125269240
1784,ECK120030366,1862683,1862700,ECK125269240
1785,ECK120030684,2461160,2461174,ECK125269269
1786,ECK120030688,3658315,3658336,ECK125269234
1787,ECK120030690,4516740,4516756,ECK125269392
1788,ECK120030692,3486013,3486027,ECK125269242
1789,ECK120030692,3486013,3486027,ECK125269242
1790,ECK120030695,3485993,3486007,ECK125269242
1791,ECK120030695,3485993,3486007,ECK125269242
1792,ECK120030698,3485975,3485989,ECK125269242
1793,ECK120030698,3485975,3485989,ECK125269242
1794,ECK120030701,3485854,3485868,ECK125269242
1795,ECK120030701,3485854,3485868,ECK125269242
1796,ECK120030701,3485854,3485868,ECK125269242
1797,ECK120030708,624840,624858,ECK125269238
1798,ECK120030710,624846,624864,ECK125269238
1799,ECK120030712,612663,612681,ECK125269238
1800,ECK120030712,612663,612681,ECK125269238
1801,ECK120030715,612676,612694,ECK125269238
1802,ECK120030715,612676,612694,ECK125269238
1803,ECK120030726,3648459,3648482,ECK125269462
1804,ECK120030740,612669,612687,ECK125269238
1805,ECK120030740,612669,612687,ECK125269238
1806,ECK120030741,3486014,3486028,ECK125269242
1807,ECK120030742,3485994,3486008,ECK125269242
1808,ECK120030743,3485976,3485990,ECK125269242
1809,ECK120031749,3669339,3669355,ECK125269276
1810,ECK120031751,3669296,3669309,ECK125269260
1811,ECK120032163,77297,77330,ECK125269326
1812,ECK120032163,77297,77330,ECK125269326
1813,ECK120032395,903790,903808,ECK125269268
1814,ECK120032397,900645,900663,ECK125269268
1815,ECK120032959,2498550,2498583,ECK125269326
1816,ECK120033000,127683,127697,ECK125269269
1817,ECK120033004,3777291,3777305,ECK125269269
1818,ECK120033006,4579916,4579935,ECK125269247
1819,ECK120033008,1810159,1810178,ECK125269247
1820,ECK120033039,2323264,2323283,ECK125269408
1821,ECK120033041,2054989,2055007,ECK125269258
1822,ECK120033043,3790249,3790276,ECK125269258
1823,ECK120033045,3790199,3790219,ECK125269258
1824,ECK120033047,49684,49701,ECK125269281
1825,ECK120033049,49642,49659,ECK125269281
1826,ECK120033051,49728,49740,ECK125269246
1827,ECK120033054,2344740,2344755,ECK125269405
1828,ECK120033056,2344772,2344787,ECK125269405
1829,ECK120033058,2800634,2800649,ECK125269405
1830,ECK120033060,2800603,2800618,ECK125269405
1831,ECK120033062,4462853,4462868,ECK125269405
1832,ECK120033064,4462822,4462837,ECK125269405
1833,ECK120033068,1671257,1671273,ECK125269292
1834,ECK120033070,1103388,1103402,ECK125269292
1835,ECK120033070,1103388,1103402,ECK125269292
1836,ECK120033073,987176,987192,ECK125269292
1837,ECK120033075,1279523,1279539,ECK125269292
1838,ECK120033077,3219159,3219180,ECK125269234
1839,ECK120033079,1258686,1258707,ECK125269234
1840,ECK120033081,4350612,4350633,ECK125269234
1841,ECK120033083,2323283,2323302,ECK125269408
1842,ECK120033085,2685793,2685811,ECK125269238
1843,ECK120033090,2323374,2323386,ECK125269246
1844,ECK120033092,2323349,2323361,ECK125269246
1845,ECK120033094,612679,612693,ECK125269263
1846,ECK120033101,4540085,4540097,ECK125269246
1847,ECK120033121,1764510,1764534,ECK125269299
1848,ECK120033123,1764551,1764575,ECK125269299
1849,ECK120033125,2976569,2976584,ECK125269233
1850,ECK120033125,2976569,2976584,ECK125269323
1851,ECK120033128,3657740,3657759,ECK125269250
1852,ECK120033128,3657740,3657759,ECK125269250
1853,ECK120033128,3657740,3657759,ECK125269277
1854,ECK120033146,4287545,4287556,ECK125269305
1855,ECK120033147,913831,913849,ECK125269305
1856,ECK120033152,2426891,2426909,ECK125269268
1857,ECK120033214,3639896,3639908,ECK125269246
1858,ECK120033214,3639896,3639908,ECK125269246
1859,ECK120033334,4432042,4432057,ECK125269251
1860,ECK120033334,4432042,4432057,ECK125269243
1861,ECK120033341,1880017,1880035,ECK125269305
1862,ECK120033342,2426912,2426930,ECK125269268
1863,ECK120033343,903811,903829,ECK125269268
1864,ECK120033344,900666,900684,ECK125269268
1865,ECK120033345,1825836,1825855,ECK125269411
1866,ECK120033346,91004,91023,ECK125269247
1867,ECK120033347,624879,624897,ECK125269238
1868,ECK120033348,624731,624749,ECK125269238
1869,ECK120033888,1165949,1165965,ECK125269392
1870,ECK120033890,451822,451838,ECK125269392
1871,ECK120033892,480964,480980,ECK125269392
1872,ECK120033894,175078,175094,ECK125269392
1873,ECK120033896,1230409,1230420,ECK125269296
1874,ECK120033898,1230400,1230411,ECK125269296
1875,ECK120033900,1230385,1230396,ECK125269296
1876,ECK120033902,1230371,1230382,ECK125269296
1877,ECK120033908,29359,29375,ECK125269377
1878,ECK120033910,3666654,3666674,ECK125269377
1879,ECK120033912,1074120,1074138,ECK125269377
1880,ECK120033912,1074120,1074138,ECK125269377
1881,ECK120033915,1584071,1584088,ECK125269315
1882,ECK120033917,1586730,1586747,ECK125269315
1883,ECK120033919,2493506,2493523,ECK125269315
1884,ECK120033921,624837,624855,ECK125269238
1885,ECK120033923,2494538,2494555,ECK125269315
1886,ECK120033925,624852,624870,ECK125269238
1887,ECK120033927,710708,710726,ECK125269238
1888,ECK120033927,710708,710726,ECK125269238
1889,ECK120033930,1311030,1311048,ECK125269238
1890,ECK120033932,2246943,2246961,ECK125269238
1891,ECK120033934,4100720,4100738,ECK125269238
1892,ECK120033936,4516741,4516759,ECK125269238
1893,ECK120033938,4518283,4518301,ECK125269238
1894,ECK120033940,4518277,4518295,ECK125269238
1895,ECK120033943,622199,622217,ECK125269238
1896,ECK120033943,622199,622217,ECK125269238
1897,ECK120033945,622211,622229,ECK125269238
1898,ECK120033945,622211,622229,ECK125269238
1899,ECK120033947,622217,622235,ECK125269238
1900,ECK120033947,622217,622235,ECK125269238
1901,ECK120033952,29386,29405,ECK125269242
1902,ECK120033956,29439,29458,ECK125269242
1903,ECK120033958,29461,29480,ECK125269242
1904,ECK120033960,4031031,4031050,ECK125269242
1905,ECK120033962,1646309,1646323,ECK125269242
1906,ECK120033964,2352396,2352410,ECK125269242
1907,ECK120033964,2352396,2352410,ECK125269242
1908,ECK120033966,2352460,2352474,ECK125269242
1909,ECK120033966,2352460,2352474,ECK125269242
1910,ECK120033968,2352508,2352522,ECK125269242
1911,ECK120033968,2352508,2352522,ECK125269242
1912,ECK120033970,2352515,2352529,ECK125269242
1913,ECK120033970,2352515,2352529,ECK125269242
1914,ECK120033972,2352557,2352571,ECK125269242
1915,ECK120033972,2352557,2352571,ECK125269242
1916,ECK120033974,2352610,2352624,ECK125269242
1917,ECK120033974,2352610,2352624,ECK125269242
1918,ECK120033982,4246571,4246590,ECK125269242
1919,ECK120033984,4246404,4246423,ECK125269242
1920,ECK120033990,2716675,2716689,ECK125269242
1921,ECK120033992,2716633,2716647,ECK125269242
1922,ECK120033994,2716526,2716540,ECK125269242
1923,ECK120033996,3100852,3100866,ECK125269242
1924,ECK120033998,3100810,3100824,ECK125269242
1925,ECK120034000,1638893,1638907,ECK125269242
1926,ECK120034002,1638888,1638902,ECK125269242
1927,ECK120034004,1638825,1638839,ECK125269242
1928,ECK120034006,1638792,1638806,ECK125269242
1929,ECK120034008,1638765,1638779,ECK125269242
1930,ECK120034010,1638757,1638771,ECK125269242
1931,ECK120034012,940783,940797,ECK125269242
1932,ECK120034014,940821,940840,ECK125269242
1933,ECK120034016,940874,940888,ECK125269242
1934,ECK120034018,3667745,3667764,ECK125269242
1935,ECK120034020,3667716,3667735,ECK125269242
1936,ECK120034022,3667692,3667711,ECK125269242
1937,ECK120034024,3667616,3667635,ECK125269242
1938,ECK120034026,1572170,1572184,ECK125269242
1939,ECK120034028,1572124,1572138,ECK125269242
1940,ECK120034030,1572092,1572106,ECK125269242
1941,ECK120034032,1572029,1572043,ECK125269242
1942,ECK120034034,3128079,3128093,ECK125269242
1943,ECK120034036,3128109,3128123,ECK125269242
1944,ECK120034038,3128133,3128147,ECK125269242
1945,ECK120034040,3128270,3128284,ECK125269242
1946,ECK120034042,1230651,1230665,ECK125269242
1947,ECK120034044,1230569,1230583,ECK125269242
1948,ECK120034046,1230522,1230536,ECK125269242
1949,ECK120034048,1230451,1230465,ECK125269242
1950,ECK120034050,1230441,1230455,ECK125269242
1951,ECK120034052,1031956,1031970,ECK125269242
1952,ECK120034054,1813809,1813823,ECK125269242
1953,ECK120034056,4442292,4442311,ECK125269242
1954,ECK120034058,4442256,4442275,ECK125269242
1955,ECK120034060,3373663,3373682,ECK125269242
1956,ECK120034062,3373634,3373653,ECK125269242
1957,ECK120034064,3373593,3373612,ECK125269242
1958,ECK120034066,1279697,1279711,ECK125269242
1959,ECK120034068,1279734,1279748,ECK125269242
1960,ECK120034070,1277880,1277899,ECK125269242
1961,ECK120034072,4611134,4611153,ECK125269242
1962,ECK120034074,4611215,4611234,ECK125269242
1963,ECK120034076,953574,953588,ECK125269242
1964,ECK120034078,1004721,1004735,ECK125269242
1965,ECK120034080,3730978,3730997,ECK125269242
1966,ECK120034082,3730985,3731004,ECK125269242
1967,ECK120034474,84085,84099,ECK125269263
1968,ECK120034474,84085,84099,ECK125269263
1969,ECK120034483,3656802,3656817,ECK125269241
1970,ECK120034485,3656839,3656854,ECK125269241
1971,ECK120034487,3656848,3656863,ECK125269241
1972,ECK120034489,3656881,3656896,ECK125269241
1973,ECK120034491,3656900,3656915,ECK125269241
1974,ECK120034493,3656943,3656958,ECK125269241
1975,ECK120034496,3656838,3656847,ECK125269300
1976,ECK120034507,4603204,4603214,ECK125269263
1977,ECK120034507,4603204,4603214,ECK125269263
1978,ECK120034509,4603191,4603201,ECK125269263
1979,ECK120034509,4603191,4603201,ECK125269263
1980,ECK120034556,1754678,1754691,ECK125269260
1981,ECK120034558,1754634,1754641,ECK125269243
1982,ECK120034560,1754625,1754632,ECK125269243
1983,ECK120034564,1754650,1754665,ECK125269251
1984,ECK120034566,1754676,1754691,ECK125269251
1985,ECK120034568,1157673,1157693,ECK125269270
1986,ECK120034575,161570,161592,ECK125269234
1987,ECK120034579,3777181,3777203,ECK125269414
1988,ECK120034579,3777181,3777203,ECK125269402
1989,ECK120034894,366322,366343,ECK125269234
1990,ECK120034894,366322,366343,ECK125269234
1991,ECK120034894,366322,366343,ECK125269234
1992,ECK120034995,3068860,3068879,ECK125269337
1993,ECK120034997,4376517,4376536,ECK125269275
1994,ECK120035004,4638099,4638117,ECK125269245
1995,ECK120035006,1298563,1298578,ECK125269256
1996,ECK120035008,1298472,1298485,ECK125269256
1997,ECK120035010,1298412,1298427,ECK125269256
1998,ECK120035012,848969,848983,ECK125269242
1999,ECK120035014,848953,848967,ECK125269242
2000,ECK120035016,848943,848953,ECK125269263
2001,ECK120035018,932328,932343,ECK125269241
2002,ECK120035020,932351,932368,ECK125269241
2003,ECK120035022,3354394,3354409,ECK125269241
2004,ECK120035029,2233921,2233943,ECK125269234
2005,ECK120035032,28252,28271,ECK125269295
2006,ECK120035034,3178012,3178032,ECK125269273
2007,ECK120035034,3178012,3178032,ECK125269273
2008,ECK120035034,3178012,3178032,ECK125269239
2009,ECK120035034,3178012,3178032,ECK125269270
2010,ECK120035034,3178012,3178032,ECK125269239
2011,ECK120035034,3178012,3178032,ECK125269270
2012,ECK120035036,577021,577041,ECK125269324
2013,ECK120035038,485704,485724,ECK125269324
2014,ECK120035040,2313112,2313135,ECK125269321
2015,ECK120035046,468277,468296,ECK125269273
2016,ECK120035046,468277,468296,ECK125269270
2017,ECK120035048,2167061,2167082,ECK125269234
2018,ECK120035052,4349146,4349162,ECK125269342
2019,ECK120048731,3653866,3653885,ECK125269277
2020,ECK120048731,3653866,3653885,ECK125269250
2021,ECK120048733,3656835,3656854,ECK125269277
2022,ECK120048733,3656835,3656854,ECK125269277
2023,ECK120048733,3656835,3656854,ECK125269250
2024,ECK120048733,3656835,3656854,ECK125269250
2025,ECK120048733,3656835,3656854,ECK125269250
2026,ECK120048735,3088004,3088019,ECK125269233
2027,ECK120048735,3088004,3088019,ECK125269323
2028,ECK120048738,3088069,3088084,ECK125269233
2029,ECK120048738,3088069,3088084,ECK125269323
2030,ECK120048741,3088040,3088055,ECK125269233
2031,ECK120048741,3088040,3088055,ECK125269323
2032,ECK120048747,3088245,3088267,ECK125269289
2033,ECK120048773,3927110,3927123,ECK125269259
2034,ECK120048773,3927110,3927123,ECK125269259
2035,ECK120048775,3927013,3927026,ECK125269259
2036,ECK120048775,3927013,3927026,ECK125269259
2037,ECK120048784,624548,624564,ECK125269377
2038,ECK120048786,2634111,2634125,ECK125269242
2039,ECK120048788,2634093,2634107,ECK125269242
2040,ECK120048790,2634072,2634086,ECK125269242
2041,ECK120048792,3927047,3927060,ECK125269259
2042,ECK120048792,3927047,3927060,ECK125269259
2043,ECK120048794,3927079,3927092,ECK125269259
2044,ECK120048794,3927079,3927092,ECK125269259
2045,ECK120048800,3817697,3817716,ECK125269247
2046,ECK120048802,1930765,1930784,ECK125269247
2047,ECK120048804,1121507,1121526,ECK125269247
2048,ECK120048806,2081277,2081296,ECK125269247
2049,ECK120048808,2081334,2081355,ECK125269234
2050,ECK120048810,607640,607659,ECK125269247
2051,ECK120048812,1823482,1823501,ECK125269247
2052,ECK120048814,712015,712034,ECK125269247
2053,ECK120048816,1792132,1792149,ECK125269393
2054,ECK120048819,3177958,3177975,ECK125269265
2055,ECK120048828,2545714,2545729,ECK125269360
2056,ECK120048828,2545714,2545729,ECK125269360
2057,ECK120048830,2545651,2545672,ECK125269234
2058,ECK120048830,2545651,2545672,ECK125269234
2059,ECK120048839,1770323,1770336,ECK125269287
2060,ECK120048841,2243816,2243831,ECK125269279
2061,ECK120048843,2243808,2243823,ECK125269279
2062,ECK120048845,2243800,2243815,ECK125269279
2063,ECK120048847,2243792,2243807,ECK125269279
2064,ECK120048903,3656908,3656927,ECK125269250
2065,ECK120048903,3656908,3656927,ECK125269250
2066,ECK120048903,3656908,3656927,ECK125269277
2067,ECK120048903,3656908,3656927,ECK125269277
2068,ECK120048907,2168413,2168430,ECK125269315
2069,ECK120048909,2545682,2545697,ECK125269360
2070,ECK120048909,2545682,2545697,ECK125269360
2071,ECK120048912,121840,121857,ECK125269240
2072,ECK120048912,121840,121857,ECK125269240
2073,ECK120048912,121840,121857,ECK125269240
2074,ECK120048915,1901965,1901981,ECK125269240
2075,ECK120048918,2308679,2308690,ECK125269241
2076,ECK120048920,2308690,2308701,ECK125269241
2077,ECK120048922,2308830,2308841,ECK125269241
2078,ECK120048924,2308876,2308887,ECK125269241
2079,ECK120048926,2308940,2308951,ECK125269241
2080,ECK120048928,2309048,2309059,ECK125269241
2081,ECK120048930,3244850,3244867,ECK125269338
2082,ECK120048930,3244850,3244867,ECK125269338
2083,ECK120048932,3244830,3244851,ECK125269234
2084,ECK120048941,1645911,1645922,ECK125269391
2085,ECK120048943,1645871,1645882,ECK125269391
2086,ECK120048991,1787199,1787215,ECK125269240
2087,ECK120049006,3244976,3244993,ECK125269338
2088,ECK120049006,3244976,3244993,ECK125269338
2089,ECK120051313,1078944,1078949,ECK125269347
2090,ECK120051315,1078909,1078914,ECK125269347
2091,ECK120051317,1079111,1079116,ECK125269347
2092,ECK120051319,1079084,1079089,ECK125269347
2093,ECK120051321,246517,246536,ECK125269247
2094,ECK120051323,1361126,1361140,ECK125269269
2095,ECK120051323,1361126,1361140,ECK125269269
2096,ECK120051326,4392677,4392685,ECK125269355
2097,ECK120051328,4392744,4392752,ECK125269355
2098,ECK120051330,1400359,1400373,ECK125269242
2099,ECK120051332,1400317,1400332,ECK125269251
2100,ECK120051334,1400326,1400341,ECK125269251
2101,ECK120051336,1400350,1400365,ECK125269251
2102,ECK120051338,1400359,1400374,ECK125269251
2103,ECK120051340,1880042,1880056,ECK125269242
2104,ECK120051342,1880018,1880032,ECK125269242
2105,ECK120051344,2494500,2494517,ECK125269315
2106,ECK120051346,4486169,4486195,ECK125269433
2107,ECK120051348,117675,117696,ECK125269234
2108,ECK120051350,3522998,3523019,ECK125269234
2109,ECK120051352,3522917,3522938,ECK125269234
2110,ECK120051356,636615,636629,ECK125269269
2111,ECK120051359,1212099,1212113,ECK125269269
2112,ECK120051362,1212253,1212267,ECK125269269
2113,ECK120051369,3801169,3801188,ECK125269270
2114,ECK120051369,3801169,3801188,ECK125269273
2115,ECK120051373,1657981,1657996,ECK125269251
2116,ECK120051375,1657972,1657987,ECK125269251
2117,ECK120051386,250864,250883,ECK125269247
2118,ECK120051410,1360933,1360946,ECK125269260
2119,ECK120051412,1624277,1624290,ECK125269260
2120,ECK120051414,636706,636719,ECK125269260
2121,ECK120051416,636983,636996,ECK125269260
2122,ECK120051418,1212154,1212167,ECK125269260
2123,ECK120051420,2520803,2520817,ECK125269242
2124,ECK120051420,2520803,2520817,ECK125269242
2125,ECK120051422,2520824,2520838,ECK125269242
2126,ECK120051422,2520824,2520838,ECK125269242
2127,ECK120051424,2520844,2520858,ECK125269242
2128,ECK120051424,2520844,2520858,ECK125269242
2129,ECK120051428,4605769,4605785,ECK125269276
2130,ECK120051430,4605707,4605723,ECK125269276
2131,ECK120051432,2512780,2512796,ECK125269276
2132,ECK120051436,638609,638625,ECK125269276
2133,ECK120051456,2185865,2185879,ECK125269307
2134,ECK120051456,2185865,2185879,ECK125269307
2135,ECK120051458,2185845,2185859,ECK125269307
2136,ECK120051458,2185845,2185859,ECK125269307
2137,ECK120051466,2839426,2839440,ECK125269373
2138,ECK120051468,2839347,2839368,ECK125269234
2139,ECK120051470,348527,348533,ECK125269373
2140,ECK120051472,348515,348521,ECK125269373
2141,ECK120051474,348505,348511,ECK125269373
2142,ECK120051476,348498,348504,ECK125269373
2143,ECK120051478,348487,348493,ECK125269373
2144,ECK120051482,2850526,2850537,ECK125269305
2145,ECK120051482,2850526,2850537,ECK125269305
2146,ECK120051484,1447303,1447314,ECK125269305
2147,ECK120051484,1447303,1447314,ECK125269305
2148,ECK120051486,2685754,2685765,ECK125269305
2149,ECK120051488,2685811,2685822,ECK125269305
2150,ECK120051490,4287599,4287617,ECK125269305
2151,ECK120051492,122883,122894,ECK125269305
2152,ECK120051495,2231822,2231833,ECK125269305
2153,ECK120051497,2832282,2832293,ECK125269305
2154,ECK120051499,1165992,1166003,ECK125269305
2155,ECK120051501,2856824,2856835,ECK125269305
2156,ECK120051503,2856941,2856952,ECK125269305
2157,ECK120051505,1735281,1735292,ECK125269305
2158,ECK120051507,1500558,1500569,ECK125269305
2159,ECK120051509,1764481,1764492,ECK125269305
2160,ECK120051511,1764419,1764430,ECK125269305
2161,ECK120051670,2041319,2041341,ECK125269362
2162,ECK120051672,312784,312807,ECK125269362
2163,ECK125095350,3790259,3790270,ECK125269305
2164,ECK125095352,2477728,2477739,ECK125269305
2165,ECK125095354,932374,932385,ECK125269305
2166,ECK125095357,2002021,2002032,ECK125269305
2167,ECK125095357,2002021,2002032,ECK125269305
2168,ECK125095360,1802649,1802660,ECK125269305
2169,ECK125095362,3492450,3492461,ECK125269305
2170,ECK125095364,2753547,2753558,ECK125269305
2171,ECK125095366,1734170,1734181,ECK125269305
2172,ECK125095368,1734291,1734302,ECK125269305
2173,ECK125095370,1475099,1475110,ECK125269305
2174,ECK125095372,4474077,4474088,ECK125269305
2175,ECK125095374,1865715,1865726,ECK125269305
2176,ECK125095376,2698503,2698514,ECK125269305
2177,ECK125095378,229082,229093,ECK125269305
2178,ECK125095380,229156,229167,ECK125269305
2179,ECK125095382,3967794,3967805,ECK125269305
2180,ECK125095384,374897,374908,ECK125269305
2181,ECK125108588,4016313,4016329,ECK125269255
2182,ECK125108590,4016295,4016314,ECK125269255
2183,ECK125108592,2231729,2231745,ECK125269255
2184,ECK125108595,432150,432170,ECK125269255
2185,ECK125108597,3492470,3492487,ECK125269255
2186,ECK125108597,3492470,3492487,ECK125269255
2187,ECK125108597,3492470,3492487,ECK125269255
2188,ECK125108601,4124557,4124580,ECK125269255
2189,ECK125108603,4124521,4124542,ECK125269255
2190,ECK125108609,4617180,4617201,ECK125269255
2191,ECK125108611,1492376,1492397,ECK125269234
2192,ECK125108613,1492283,1492297,ECK125269242
2193,ECK125108615,1492372,1492386,ECK125269242
2194,ECK125108617,1988009,1988030,ECK125269234
2195,ECK125108619,1988039,1988060,ECK125269234
2196,ECK125108621,313316,313338,ECK125269234
2197,ECK125108623,4097663,4097679,ECK125269370
2198,ECK125108623,4097663,4097679,ECK125269467
2199,ECK125108625,4097629,4097645,ECK125269370
2200,ECK125108625,4097629,4097645,ECK125269467
2201,ECK125108629,2691553,2691570,ECK125269317
2202,ECK125108631,2691520,2691537,ECK125269317
2203,ECK125108633,2691457,2691474,ECK125269317
2204,ECK125108635,2691503,2691515,ECK125269246
2205,ECK125108637,3105581,3105599,ECK125269255
2206,ECK125108639,3105589,3105608,ECK125269255
2207,ECK125108641,3730824,3730840,ECK125269282
2208,ECK125108643,3730847,3730863,ECK125269282
2209,ECK125108646,251958,251977,ECK125269247
2210,ECK125108648,1601307,1601328,ECK125269234
2211,ECK125108648,1601307,1601328,ECK125269234
2212,ECK125108650,1988584,1988602,ECK125269238
2213,ECK125108654,1988596,1988614,ECK125269238
2214,ECK125108656,1988602,1988620,ECK125269238
2215,ECK125108658,1988608,1988626,ECK125269238
2216,ECK125108660,1988546,1988556,ECK125269263
2217,ECK125108662,1988571,1988591,ECK125269263
2218,ECK125108665,1988609,1988644,ECK125269263
2219,ECK125108667,1988646,1988678,ECK125269263
2220,ECK125108669,1988687,1988707,ECK125269263
2221,ECK125108671,3068873,3068889,ECK125269241
2222,ECK125108673,3068894,3068910,ECK125269241
2223,ECK125108675,3068918,3068934,ECK125269241
2224,ECK125108733,1409080,1409093,ECK125269260
2225,ECK125108735,2545911,2545925,ECK125269360
2226,ECK125108735,2545911,2545925,ECK125269360
2227,ECK125108737,1622950,1622966,ECK125269265
2228,ECK125108740,1622545,1622561,ECK125269265
2229,ECK125108945,638847,638863,ECK125269276
2230,ECK125108945,638847,638863,ECK125269276
2231,ECK125108947,497968,497984,ECK125269276
2232,ECK125108949,1764642,1764658,ECK125269276
2233,ECK125108951,4551478,4551494,ECK125269276
2234,ECK125108951,4551478,4551494,ECK125269276
2235,ECK125108953,4551456,4551472,ECK125269276
2236,ECK125108953,4551456,4551472,ECK125269276
2237,ECK125108957,890834,890850,ECK125269276
2238,ECK125108957,890834,890850,ECK125269276
2239,ECK125108962,638632,638648,ECK125269276
2240,ECK125108965,4605685,4605701,ECK125269276
2241,ECK125108967,4605791,4605807,ECK125269276
2242,ECK125108969,710861,710877,ECK125269276
2243,ECK125108971,849008,849024,ECK125269276
2244,ECK125108973,2071310,2071326,ECK125269276
2245,ECK125108975,2512802,2512818,ECK125269276
2246,ECK125108977,2718632,2718648,ECK125269276
2247,ECK125108979,3669317,3669333,ECK125269276
2248,ECK125108981,4133738,4133754,ECK125269276
2249,ECK125109040,4158431,4158447,ECK125269276
2250,ECK125109040,4158431,4158447,ECK125269276
2251,ECK125109042,4158453,4158469,ECK125269276
2252,ECK125109042,4158453,4158469,ECK125269276
2253,ECK125109046,1572130,1572144,ECK125269287
2254,ECK125109049,3667619,3667632,ECK125269287
2255,ECK125109294,3206362,3206369,ECK125269339
2256,ECK125109299,3206347,3206353,ECK125269339
2257,ECK125109301,3206329,3206335,ECK125269339
2258,ECK125109303,3206287,3206293,ECK125269339
2259,ECK125109305,3206258,3206264,ECK125269339
2260,ECK125109307,2765852,2765876,ECK125269299
2261,ECK125109310,585706,585722,ECK125269265
2262,ECK125109312,3656815,3656831,ECK125269265
2263,ECK125109312,3656815,3656831,ECK125269265
2264,ECK125109314,3664801,3664817,ECK125269265
2265,ECK125109317,3658149,3658165,ECK125269265
2266,ECK125109421,3656899,3656918,ECK125269352
2267,ECK125109421,3656899,3656918,ECK125269352
2268,ECK125109439,4233673,4233693,ECK125269270
2269,ECK125109440,1754620,1754635,ECK125269251
2270,ECK125109441,1754629,1754644,ECK125269251
2271,ECK125109444,3906783,3906802,ECK125269254
2272,ECK125109444,3906783,3906802,ECK125269254
2273,ECK125109446,3906805,3906825,ECK125269331
2274,ECK125109460,2884358,2884372,ECK125269263
2275,ECK125109468,652049,652072,ECK125269244
2276,ECK125109468,652049,652072,ECK125269244
2277,ECK125109468,652049,652072,ECK125269244
2278,ECK125109474,3657746,3657772,ECK125269267
2279,ECK125109811,1212282,1212298,ECK125269265
2280,ECK125109812,1212150,1212166,ECK125269265
2281,ECK125109812,1212150,1212166,ECK125269265
2282,ECK125109813,4299505,4299518,ECK125269257
2283,ECK125109814,2849900,2849913,ECK125269257
2284,ECK125109815,2850539,2850552,ECK125269257
2285,ECK125109816,17447,17464,ECK125269314
2286,ECK125109817,17416,17432,ECK125269314
2287,ECK125109818,17384,17400,ECK125269314
2288,ECK125109819,42181,42196,ECK125269400
2289,ECK125109819,42181,42196,ECK125269400
2290,ECK125109820,42238,42253,ECK125269400
2291,ECK125109820,42238,42253,ECK125269400
2292,ECK125110170,1335720,1335740,ECK125269270
2293,ECK125110170,1335720,1335740,ECK125269273
2294,ECK125110170,1335720,1335740,ECK125269239
2295,ECK125110174,1523176,1523196,ECK125269273
2296,ECK125110176,605487,605507,ECK125269270
2297,ECK125110176,605487,605507,ECK125269239
2298,ECK125110176,605487,605507,ECK125269273
2299,ECK125110185,2344737,2344745,ECK125269355
2300,ECK125110187,2629066,2629079,ECK125269260
2301,ECK125110191,3155217,3155241,ECK125269419
2302,ECK125110193,3155238,3155262,ECK125269419
2303,ECK125110197,1300940,1300958,ECK125269238
2304,ECK125110199,3274836,3274854,ECK125269238
2305,ECK125110201,3455677,3455695,ECK125269238
2306,ECK125110203,3581022,3581040,ECK125269238
2307,ECK125110205,4605747,4605765,ECK125269238
2308,ECK125110207,4605764,4605782,ECK125269238
2309,ECK125110219,1103523,1103537,ECK125269248
2310,ECK125110221,1103516,1103529,ECK125269248
